ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
601007.SH,ฝ๐ม๊ทนต๊,2008-05-29,8.0418,8.0323,8.2412,7.8994,7.9183,2324777,19787954,-0.1234,-1.5348,8.5118,1.5708,1234320000,N/A,2502000000,148000000,0,300000000,42.7376,2.8488,6.1139,6.2079,
601007.SH,ฝ๐ม๊ทนต๊,2008-05-30,7.9183,7.7949,7.9563,7.6145,7.6715,1223680,10006603,-0.2469,-3.1175,8.1775,0.8268,1195840000,N/A,2424000000,148000000,0,300000000,41.4053,2.76,5.9233,6.0144,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-02,7.6715,7.7285,7.8994,7.6905,7.8709,1011012,8313735,0.1994,2.599,8.2232,0.6831,1226920000,N/A,2487000000,148000000,0,300000000,42.4814,2.8317,6.0772,6.1707,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-03,7.8709,7.8709,7.8709,7.7379,7.7854,581057,4760534,-0.0854,-1.0856,8.1929,0.3926,1213600000,N/A,2460000000,148000000,0,300000000,42.0202,2.8009,6.0113,6.1037,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-04,7.7854,7.7854,7.8329,7.6715,7.7474,719099,5873081,-0.038,-0.4878,8.1673,0.4859,1207680000,N/A,2448000000,148000000,0,300000000,41.8152,2.7873,5.9819,6.0739,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-05,7.7474,7.7474,7.7854,7.624,7.7095,583697,4738882,-0.038,-0.4902,8.1187,0.3944,1201760000,N/A,2436000000,148000000,0,300000000,41.6103,2.7736,5.9526,6.0442,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-06,7.7095,7.7095,7.8139,7.6145,7.6715,667001,5427400,-0.038,-0.4926,8.137,0.4507,1195840000,N/A,2424000000,148000000,0,300000000,41.4053,2.76,5.9233,6.0144,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-10,7.6715,7.4151,7.4816,6.9024,6.9024,1399300,10409131,-0.769,-10.0248,7.4388,0.9455,1075960000,N/A,2181000000,148000000,0,300000000,37.2545,2.4833,5.3295,5.4115,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-11,6.9024,6.817,6.9784,6.5986,6.9689,1019290,7309770,0.0665,0.9629,7.1714,0.6887,1086320000,N/A,2202000000,148000000,0,300000000,37.6132,2.5072,5.3808,5.4636,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-12,6.9689,6.9309,7.0164,6.798,6.8834,1218269,8824234,-0.0854,-1.2262,7.2433,0.8232,1073000000,N/A,2175000000,148000000,0,300000000,37.152,2.4764,5.3148,5.3966,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-13,6.8834,6.8834,6.9309,6.5511,6.6461,501049,3545754,-0.2374,-3.4483,7.0767,0.3385,1036000000,N/A,2100000000,148000000,0,300000000,35.8709,2.3911,5.1316,5.2105,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-16,6.6461,6.6081,6.779,6.2853,6.3518,748569,5070186,-0.2943,-4.4286,6.7732,0.5058,990120000,N/A,2007000000,148000000,0,300000000,34.2823,2.2852,4.9043,4.9797,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-17,6.3518,6.3233,6.4372,5.8391,5.9815,1045577,6713769,-0.3703,-5.8296,6.4211,0.7065,932400000,N/A,1890000000,148000000,0,300000000,32.2838,2.1519,4.6184,4.6894,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-18,5.9815,5.8865,6.3423,5.7726,6.2283,1515895,9711802,0.2469,4.127,6.4066,1.0243,970880000,N/A,1968000000,148000000,0,300000000,33.6162,2.2408,4.809,4.883,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-19,6.2283,6.1334,6.1714,5.6017,5.6492,1422590,8784253,-0.5792,-9.2988,6.1748,0.9612,880600000,N/A,1785000000,148000000,0,300000000,30.4903,2.0324,4.3618,4.4289,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-20,5.6492,5.6112,5.9815,5.5068,5.8675,1674687,10168094,0.2184,3.8655,6.0716,1.1315,914640000,N/A,1854000000,148000000,0,300000000,31.6689,2.111,4.5304,4.6001,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-23,5.8675,5.934,5.953,5.6682,5.8486,1208238,7462775,-0.019,-0.3236,6.1766,0.8164,911680000,N/A,1848000000,148000000,0,300000000,31.5664,2.1041,4.5158,4.5852,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-24,5.8486,5.8486,6.0669,5.6966,6.0005,1303697,8144326,0.1519,2.5974,6.2471,0.8809,935360000,N/A,1896000000,148000000,0,300000000,32.3863,2.1588,4.6331,4.7043,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-25,6.0005,6.0005,6.0005,6.0005,6.0005,N/A,N/A,0,0,N/A,N/A,935360000,N/A,1896000000,148000000,0,300000000,32.3863,2.1588,4.6331,4.7043,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-26,6.0005,6.2758,6.5986,6.2758,6.5986,9715535,67373214,0.5981,9.9684,6.9346,6.5646,1028600000,N/A,2085000000,148000000,0,300000000,35.6147,2.374,5.0949,5.1733,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-27,6.5986,6.2853,6.3233,5.9435,5.9435,7050746,45225769,-0.6551,-9.9281,6.4143,4.764,926480000,N/A,1878000000,148000000,0,300000000,32.0788,2.1383,4.5891,4.6597,
601007.SH,ฝ๐ม๊ทนต๊,2008-06-30,5.9435,5.8865,6.0479,5.7156,5.9435,1556488,9721307,0,0,6.2457,1.0517,926480000,N/A,1878000000,148000000,0,300000000,32.0788,2.1383,4.5891,4.6597,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-01,5.9435,5.9815,5.991,5.6966,5.7536,1213584,7424913,-0.1899,-3.1949,6.1182,0.82,896880000,N/A,1818000000,148000000,0,300000000,31.054,2.07,4.4425,4.5108,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-02,5.7536,5.8106,6.0574,5.7631,5.8865,1185018,7377333,0.1329,2.3102,6.2255,0.8007,917600000,N/A,1860000000,148000000,0,300000000,31.7714,2.1178,4.5451,4.615,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-03,5.8865,5.7916,6.1904,5.7156,6.0764,2013279,12735626,0.1899,3.2258,6.3258,1.3603,947200000,N/A,1920000000,148000000,0,300000000,32.7963,2.1861,4.6917,4.7639,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-04,6.0764,6.0005,6.3613,5.9815,6.3138,3397787,22269176,0.2374,3.9062,6.554,2.2958,984200000,N/A,1995000000,148000000,0,300000000,34.0774,2.2715,4.875,4.95,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-07,6.3138,6.3518,6.8929,6.3138,6.779,4861149,34253564,0.4652,7.3684,7.0464,3.2846,1056720000,N/A,2142000000,148000000,0,300000000,36.5883,2.4389,5.2342,5.3147,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-08,6.779,6.7125,6.8265,6.5132,6.76,3133066,21911054,-0.019,-0.2801,6.9935,2.1169,1053760000,N/A,2136000000,148000000,0,300000000,36.4858,2.432,5.2195,5.2998,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-09,6.76,6.76,6.8834,6.6651,6.874,3143409,22430914,0.1139,1.6854,7.1359,2.1239,1071520000,N/A,2172000000,148000000,0,300000000,37.1008,2.473,5.3075,5.3891,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-10,6.874,6.7885,6.874,6.6936,6.7031,2339028,16690940,-0.1709,-2.4862,7.1358,1.5804,1044880000,N/A,2118000000,148000000,0,300000000,36.1784,2.4115,5.1755,5.2552,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-11,6.7031,6.6453,6.6838,6.4141,6.549,1335004,9074432,-0.1541,-2.2988,6.7973,0.902,1006400000,N/A,2040000000,148000000,0,300000000,34.846,2.3227,4.9849,5.0616,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-14,6.549,6.4815,6.6934,6.4815,6.6838,1032153,7092842,0.1348,2.0588,6.8719,0.6974,1027120000,N/A,2082000000,148000000,0,300000000,35.5634,2.3706,5.0876,5.1658,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-15,6.6838,6.6838,6.7801,6.4045,6.6067,1679027,11453640,-0.077,-1.1527,6.8216,1.1345,1015280000,N/A,2058000000,148000000,0,300000000,35.1535,2.3432,5.0289,5.1063,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-16,6.6067,6.4912,6.5682,6.1734,6.2504,1086440,7169601,-0.3563,-5.3936,6.5992,0.7341,960520000,N/A,1947000000,148000000,0,300000000,33.2575,2.2168,4.7577,4.8309,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-17,6.2504,6.3371,6.4238,6.1637,6.2697,1010797,6616951,0.0193,0.3082,6.5463,0.683,963480000,N/A,1953000000,148000000,0,300000000,33.36,2.2237,4.7723,4.8458,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-18,6.2697,6.3563,6.5104,6.1637,6.4719,942389,6234710,0.2022,3.2258,6.6159,0.6367,994560000,N/A,2016000000,148000000,0,300000000,34.4361,2.2954,4.9263,5.0021,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-21,6.4719,6.4815,6.7512,6.4045,6.6838,1865016,12893898,0.2119,3.2738,6.9136,1.2601,1027120000,N/A,2082000000,148000000,0,300000000,35.5634,2.3706,5.0876,5.1658,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-22,6.6838,6.7031,6.8186,6.626,6.7031,1646619,11473074,0.0193,0.2882,6.9677,1.1126,1030080000,N/A,2088000000,148000000,0,300000000,35.6659,2.3774,5.1022,5.1807,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-23,6.7031,6.7031,6.7031,6.7031,6.7031,N/A,N/A,0,0,N/A,N/A,1030080000,N/A,2088000000,148000000,0,300000000,35.6659,2.3774,5.1022,5.1807,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-24,6.7031,6.6645,6.8283,6.6453,6.7897,1883676,13212884,0.0867,1.2931,7.0144,1.2728,1043400000,N/A,2115000000,148000000,0,300000000,36.1271,2.4081,5.1682,5.2477,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-25,6.7897,6.7223,6.7897,6.6549,6.7705,1049706,7325462,-0.0193,-0.2837,6.9786,0.7093,1040440000,N/A,2109000000,148000000,0,300000000,36.0246,2.4013,5.1535,5.2328,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-28,6.7705,6.7705,6.8186,6.7223,6.7801,1054999,7427878,0.0096,0.1422,7.0406,0.7128,1041920000,N/A,2112000000,148000000,0,300000000,36.0759,2.4047,5.1609,5.2403,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-29,6.7801,6.6742,6.7416,6.549,6.5779,1000869,6887396,-0.2022,-2.983,6.8814,0.6763,1010840000,N/A,2049000000,148000000,0,300000000,34.9998,2.333,5.0069,5.084,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-30,6.5779,6.7127,6.7319,6.5682,6.6934,917003,6347303,0.1156,1.757,6.9218,0.6196,1028600000,N/A,2085000000,148000000,0,300000000,35.6147,2.374,5.0949,5.1733,
601007.SH,ฝ๐ม๊ทนต๊,2008-07-31,6.6934,6.7127,6.7705,6.3563,6.5008,988850,6798647,-0.1926,-2.8777,6.8753,0.6681,999000000,N/A,2025000000,148000000,0,300000000,34.5898,2.3057,4.9483,5.0244,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-01,6.5008,6.4623,6.7801,6.4334,6.7705,1501883,10391200,0.2697,4.1481,6.9188,1.0148,1040440000,N/A,2109000000,148000000,0,300000000,36.0246,2.4013,5.1535,5.2328,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-04,6.7705,6.7416,6.9727,6.6934,6.7801,2849696,20344903,0.0096,0.1422,7.1393,1.9255,1041920000,N/A,2112000000,148000000,0,300000000,36.0759,2.4047,5.1609,5.2403,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-05,6.7801,6.7127,6.7801,6.26,6.3949,1644323,11129831,-0.3852,-5.6818,6.7686,1.111,982720000,N/A,1992000000,148000000,0,300000000,34.0261,2.2681,4.8676,4.9425,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-06,6.3949,6.4719,6.7127,6.4141,6.6934,1507208,10282027,0.2986,4.6687,6.8219,1.0184,1028600000,N/A,2085000000,148000000,0,300000000,35.6147,2.374,5.0949,5.1733,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-07,6.6934,6.6549,7.0594,6.6549,7.0112,4316234,30803495,0.3178,4.7482,7.1367,2.9164,1077440000,N/A,2184000000,148000000,0,300000000,37.3058,2.4867,5.3368,5.4189,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-08,7.0112,6.9824,6.992,6.3082,6.3275,2567945,17739113,-0.6838,-9.7527,6.9079,1.7351,972360000,N/A,1971000000,148000000,0,300000000,33.6674,2.2442,4.8163,4.8904,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-11,6.3275,6.3275,6.4141,5.6918,5.7689,2038695,12466915,-0.5586,-8.828,6.1151,1.3775,886520000,N/A,1797000000,148000000,0,300000000,30.6953,2.0461,4.3911,4.4587,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-12,5.7689,5.817,5.817,5.4703,5.6148,987337,5755972,-0.1541,-2.6711,5.8298,0.6671,862840000,N/A,1749000000,148000000,0,300000000,29.8753,1.9914,4.2739,4.3396,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-13,5.6148,5.4896,5.6148,5.374,5.5377,896868,5088914,-0.077,-1.3722,5.6741,0.606,851000000,N/A,1725000000,148000000,0,300000000,29.4654,1.9641,4.2152,4.28,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-14,5.5377,5.5474,5.5859,5.4318,5.5281,1119916,6395622,-0.0096,-0.1739,5.7108,0.7567,849520000,N/A,1722000000,148000000,0,300000000,29.4142,1.9607,4.2079,4.2726,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-15,5.5281,5.5185,5.5859,5.3933,5.5185,568171,3251488,-0.0096,-0.1742,5.7227,0.3839,848040000,N/A,1719000000,148000000,0,300000000,29.3629,1.9572,4.2005,4.2652,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-18,5.5185,5.6051,5.6244,5.0562,5.0947,720300,4000506,-0.4238,-7.6789,5.5539,0.4867,782920000,N/A,1587000000,148000000,0,300000000,27.1082,1.807,3.878,3.9376,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-19,5.0947,5.1236,5.2103,5.0466,5.1043,714161,3785119,0.0096,0.189,5.3001,0.4825,784400000,N/A,1590000000,148000000,0,300000000,27.1594,1.8104,3.8853,3.9451,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-20,5.1043,5.1043,5.5281,4.9599,5.4799,2362512,13068016,0.3756,7.3585,5.5314,1.5963,842120000,N/A,1707000000,148000000,0,300000000,29.1579,1.9436,4.1712,4.2354,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-21,5.4799,5.374,5.4318,5.1043,5.191,1242475,6803045,-0.2889,-5.2724,5.4754,0.8395,797720000,N/A,1617000000,148000000,0,300000000,27.6206,1.8411,3.9513,4.0121,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-22,5.191,5.191,5.3836,5.008,5.2873,1291038,6907709,0.0963,1.8553,5.3505,0.8723,812520000,N/A,1647000000,148000000,0,300000000,28.133,1.8753,4.0246,4.0865,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-25,5.2873,5.2006,5.3547,5.2006,5.2584,638764,3506238,-0.0289,-0.5464,5.4891,0.4316,808080000,N/A,1638000000,148000000,0,300000000,27.9793,1.865,4.0026,4.0642,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-26,5.2584,5.2584,5.2584,4.9599,5.0562,842649,4415372,-0.2022,-3.8462,5.2399,0.5694,777000000,N/A,1575000000,148000000,0,300000000,26.9032,1.7933,3.8487,3.9079,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-27,5.0562,5.008,5.1332,4.8154,4.9888,614783,3171874,-0.0674,-1.3333,5.1593,0.4154,766640000,N/A,1554000000,148000000,0,300000000,26.5445,1.7694,3.7974,3.8558,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-28,4.9888,5.0177,5.0754,4.9888,5.008,394666,2061968,0.0193,0.3861,5.2246,0.2667,769600000,N/A,1560000000,148000000,0,300000000,26.647,1.7762,3.812,3.8707,
601007.SH,ฝ๐ม๊ทนต๊,2008-08-29,5.008,5.008,5.2006,5.008,5.1429,471770,2511712,0.1348,2.6923,5.324,0.3188,790320000,N/A,1602000000,148000000,0,300000000,27.3644,1.824,3.9146,3.9749,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-01,5.1429,5.1429,5.1429,5.0273,5.0754,352545,1855554,-0.0674,-1.3109,5.2633,0.2382,779960000,N/A,1581000000,148000000,0,300000000,27.0057,1.8001,3.8633,3.9228,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-02,5.0754,5.0562,5.2006,4.9888,5.1621,716414,3812558,0.0867,1.7078,5.3217,0.4841,793280000,N/A,1608000000,148000000,0,300000000,27.4669,1.8309,3.9293,3.9897,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-03,5.1621,5.1621,5.191,5.0369,5.1621,467199,2482325,0,0,5.3132,0.3157,793280000,N/A,1608000000,148000000,0,300000000,27.4669,1.8309,3.9293,3.9897,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-04,5.1621,5.1525,5.2295,5.114,5.2295,836665,4495239,0.0674,1.306,5.3728,0.5653,803640000,N/A,1629000000,148000000,0,300000000,27.8256,1.8548,3.9806,4.0419,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-05,5.2295,5.1043,5.1043,4.9117,4.9888,660373,3443073,-0.2408,-4.6041,5.2138,0.4462,766640000,N/A,1554000000,148000000,0,300000000,26.5445,1.7694,3.7974,3.8558,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-08,4.9888,4.9984,5.008,4.6998,4.7673,765500,3820977,-0.2215,-4.4402,4.9915,0.5172,732600000,N/A,1485000000,148000000,0,300000000,25.3659,1.6908,3.6287,3.6846,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-09,4.7673,4.7962,4.8636,4.7191,4.8347,505899,2527639,0.0674,1.4141,4.9963,0.3418,742960000,N/A,1506000000,148000000,0,300000000,25.7246,1.7147,3.6801,3.7367,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-10,4.8347,4.7962,4.9888,4.7287,4.9406,517178,2642594,0.1059,2.1912,5.1096,0.3494,759240000,N/A,1539000000,148000000,0,300000000,26.2883,1.7523,3.7607,3.8185,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-11,4.9406,4.9117,4.9695,4.7769,4.825,359147,1803890,-0.1156,-2.3392,5.0227,0.2427,741480000,N/A,1503000000,148000000,0,300000000,25.6733,1.7113,3.6727,3.7292,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-12,4.825,4.825,4.8828,4.7673,4.8154,292150,1466117,-0.0096,-0.1996,5.0184,0.1974,740000000,N/A,1500000000,148000000,0,300000000,25.6221,1.7079,3.6654,3.7218,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-16,4.8154,4.8443,4.8443,4.671,4.7191,516491,2542709,-0.0963,-2,4.923,0.349,725200000,N/A,1470000000,148000000,0,300000000,25.1096,1.6737,3.5921,3.6473,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-17,4.7191,4.6998,4.8154,4.5843,4.6228,580140,2833281,-0.0963,-2.0408,4.8838,0.392,710400000,N/A,1440000000,148000000,0,300000000,24.5972,1.6396,3.5188,3.5729,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-18,4.6228,4.5554,4.6035,4.1605,4.3531,1729235,7700143,-0.2697,-5.8333,4.4529,1.1684,668960000,N/A,1356000000,148000000,0,300000000,23.1624,1.5439,3.3135,3.3645,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-19,4.3531,4.7865,4.7865,4.6324,4.7865,1390890,6881826,0.4334,9.9558,4.9478,0.9398,735560000,N/A,1491000000,148000000,0,300000000,25.4683,1.6976,3.6434,3.6994,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-22,4.7865,4.9599,5.2681,4.825,5.2681,4201623,22228385,0.4815,10.0604,5.2904,2.8389,809560000,N/A,1641000000,148000000,0,300000000,28.0306,1.8684,4.0099,4.0716,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-23,5.2681,4.9599,5.1236,4.9117,4.9695,2507487,13049791,-0.2986,-5.6673,5.2043,1.6942,763680000,N/A,1548000000,148000000,0,300000000,26.442,1.7625,3.7827,3.8409,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-24,4.9695,4.8925,5.2295,4.825,5.2199,2033583,10684306,0.2504,5.0388,5.2539,1.374,802160000,N/A,1626000000,148000000,0,300000000,27.7743,1.8514,3.9733,4.0344,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-25,5.2199,5.2006,5.374,5.0947,5.3066,3576053,19572083,0.0867,1.6605,5.4731,2.4163,815480000,N/A,1653000000,148000000,0,300000000,28.2355,1.8821,4.0393,4.1014,
601007.SH,ฝ๐ม๊ทนต๊,2008-09-26,5.3066,5.3258,5.4414,5.1525,5.4125,2736616,15091390,0.1059,1.9964,5.5146,1.8491,831760000,N/A,1686000000,148000000,0,300000000,28.7992,1.9197,4.1199,4.1833,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-06,5.4125,5.2199,5.3451,4.9502,4.9791,1754700,9298723,-0.4334,-8.0071,5.2993,1.1856,765160000,N/A,1551000000,148000000,0,300000000,26.4932,1.766,3.79,3.8483,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-07,4.9791,4.8636,4.931,4.7962,4.8347,1556034,7847771,-0.1445,-2.9014,5.0434,1.0514,742960000,N/A,1506000000,148000000,0,300000000,25.7246,1.7147,3.6801,3.7367,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-08,4.8347,4.7673,4.8154,4.5843,4.6324,1193200,5790991,-0.2022,-4.1833,4.8533,0.8062,711880000,N/A,1443000000,148000000,0,300000000,24.6484,1.643,3.5261,3.5804,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-09,4.6324,4.7287,4.7865,4.5072,4.6324,1257957,6035548,0,0,4.7979,0.85,711880000,N/A,1443000000,148000000,0,300000000,24.6484,1.643,3.5261,3.5804,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-10,4.6324,4.4783,4.5072,4.2376,4.2953,1310889,5880509,-0.3371,-7.2765,4.4859,0.8857,660080000,N/A,1338000000,148000000,0,300000000,22.8549,1.5234,3.2695,3.3198,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-13,4.2953,4.3146,4.5265,4.122,4.5265,1158247,5160797,0.2311,5.3812,4.4557,0.7826,695600000,N/A,1410000000,148000000,0,300000000,24.0848,1.6054,3.4455,3.4985,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-14,4.5265,4.5265,4.671,4.3339,4.4302,1098280,5169947,-0.0963,-2.1277,4.7073,0.7421,680800000,N/A,1380000000,148000000,0,300000000,23.5723,1.5713,3.3722,3.424,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-15,4.4302,4.3146,4.4013,4.1701,4.3339,827296,3674851,-0.0963,-2.1739,4.442,0.559,666000000,N/A,1350000000,148000000,0,300000000,23.0599,1.5371,3.2989,3.3496,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-16,4.3339,4.2087,4.2279,4.0642,4.1798,866610,3728472,-0.1541,-3.5556,4.3024,0.5855,642320000,N/A,1302000000,148000000,0,300000000,22.24,1.4825,3.1816,3.2305,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-17,4.1798,4.2279,4.2472,4.122,4.2087,635599,2757584,0.0289,0.6912,4.3386,0.4295,646760000,N/A,1311000000,148000000,0,300000000,22.3937,1.4927,3.2036,3.2528,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-20,4.2087,4.1894,4.3242,4.0835,4.2953,619826,2706664,0.0867,2.0595,4.3668,0.4188,660080000,N/A,1338000000,148000000,0,300000000,22.8549,1.5234,3.2695,3.3198,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-21,4.2953,4.2953,4.3339,4.2279,4.2857,829419,3690429,-0.0096,-0.2242,4.4494,0.5604,658600000,N/A,1335000000,148000000,0,300000000,22.8037,1.52,3.2622,3.3124,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-22,4.2857,4.2279,4.2953,4.1509,4.1605,611345,2678836,-0.1252,-2.9213,4.3819,0.4131,639360000,N/A,1296000000,148000000,0,300000000,22.1375,1.4756,3.1669,3.2156,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-23,4.1605,4.1027,4.2953,4.1027,4.2665,854170,3748836,0.1059,2.5463,4.3889,0.5771,655640000,N/A,1329000000,148000000,0,300000000,22.7012,1.5132,3.2475,3.2975,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-24,4.2665,4.3339,4.3339,4.1605,4.2761,518100,2270197,0.0096,0.2257,4.3818,0.3501,657120000,N/A,1332000000,148000000,0,300000000,22.7524,1.5166,3.2549,3.3049,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-27,4.2761,4.2279,4.2279,3.9583,3.9679,828846,3497169,-0.3082,-7.2072,4.2193,0.56,609760000,N/A,1236000000,148000000,0,300000000,21.1126,1.4073,3.0203,3.0667,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-28,3.9679,3.9294,4.1027,3.8909,4.0738,693385,2878453,0.1059,2.6699,4.1513,0.4685,626040000,N/A,1269000000,148000000,0,300000000,21.6763,1.4449,3.1009,3.1486,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-29,4.0738,4.1509,4.1605,3.9005,3.9294,531301,2233726,-0.1445,-3.5461,4.2043,0.359,603840000,N/A,1224000000,148000000,0,300000000,20.9076,1.3936,2.991,3.037,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-30,3.9294,3.939,4.0161,3.862,3.9486,544243,2233090,0.0193,0.4902,4.1031,0.3677,606800000,N/A,1230000000,148000000,0,300000000,21.0101,1.4005,3.0056,3.0519,
601007.SH,ฝ๐ม๊ทนต๊,2008-10-31,3.9486,3.9583,4.0064,3.8812,3.9197,461413,1888653,-0.0289,-0.7317,4.0932,0.3118,602360000,N/A,1221000000,148000000,0,300000000,20.8564,1.3902,2.9836,3.0295,
601007.SH,ฝ๐ม๊ทนต๊,2008-11-03,3.9197,3.8812,3.939,3.8427,3.8523,470384,1892131,-0.0674,-1.7199,4.0225,0.3178,592000000,N/A,1200000000,148000000,0,300000000,20.4977,1.3663,2.9323,2.9774,
601007.SH,ฝ๐ม๊ทนต๊,2008-11-04,3.8523,3.8523,3.862,3.756,3.8138,622400,2454775,-0.0385,-1,3.944,0.4205,586080000,N/A,1188000000,148000000,0,300000000,20.2927,1.3527,2.903,2.9476,
601007.SH,ฝ๐ม๊ทนต๊,2008-11-05,3.8138,3.8138,3.9583,3.8138,3.9294,921713,3737488,0.1156,3.0303,4.0549,0.6228,603840000,N/A,1224000000,148000000,0,300000000,20.9076,1.3936,2.991,3.037,
