덜쯤,숌냔,휑퍅,품澗턍송(禱),역턍송(禱),離멕송(禱),離됴송(禱),澗턍송(禱),냥슥좆(믈),냥슥쏜띨(禱),朗딨(禱),朗딨류(%),엇송(禱),뻣癎쪽(%),A믈직繫懇令(禱),B믈직繫懇令(禱),悧懇令(禱),A믈직繫믈굶(믈),B믈직繫믈굶(믈),悧믈굶(믈),懇簞쪽,懇씐쪽,懇饋쪽,懇君쪽,
600581.SH,*ST검멀,2012-09-28,5.6083,5.5886,5.7165,5.5197,5.6968,7443916,42644515,0.0886,1.5789,5.7288,0.9712,4437739333.65,N/A,4437739333.65,766448935,0,766448935,9.2154,1.2099,0.1588,-76.7061,
600581.SH,*ST검멀,2012-10-08,5.6968,5.7067,5.7362,5.5886,5.6181,3896340,22401912,-0.0787,-1.3817,5.7495,0.5084,4376423418.85,N/A,4376423418.85,766448935,0,766448935,9.0881,1.1932,0.1566,-75.6462,
600581.SH,*ST검멀,2012-10-09,5.6181,5.6083,5.805,5.6083,5.805,6031485,35228333,0.1869,3.3275,5.8407,0.7869,4522048716.5,N/A,4522048716.5,766448935,0,766448935,9.3905,1.2329,0.1618,-78.1633,
600581.SH,*ST검멀,2012-10-10,5.805,5.7854,6.051,5.7362,5.9231,12554702,75469414,0.1181,2.0339,6.0112,1.638,4614022588.7,N/A,4614022588.7,766448935,0,766448935,9.5815,1.258,0.1651,-79.7531,
600581.SH,*ST검멀,2012-10-11,5.9231,5.8739,5.8739,5.7263,5.7362,7093404,41875182,-0.1869,-3.1561,5.9034,0.9255,4468397291.05,N/A,4468397291.05,766448935,0,766448935,9.2791,1.2182,0.1599,-77.236,
600581.SH,*ST검멀,2012-10-12,5.7362,5.7559,5.8247,5.6476,5.6968,4830521,28098514,-0.0394,-0.6861,5.8169,0.6302,4437739333.65,N/A,4437739333.65,766448935,0,766448935,9.2154,1.2099,0.1588,-76.7061,
600581.SH,*ST검멀,2012-10-15,5.6968,5.6771,5.687,5.5591,5.6279,3978478,22728668,-0.0689,-1.209,5.7129,0.5191,4384087908.2,N/A,4384087908.2,766448935,0,766448935,9.104,1.1953,0.1568,-75.7787,
600581.SH,*ST검멀,2012-10-16,5.6279,5.5886,5.6968,5.5886,5.6575,3155244,18119690,0.0295,0.5245,5.7427,0.4117,4407081376.25,N/A,4407081376.25,766448935,0,766448935,9.1518,1.2015,0.1577,-76.1761,
600581.SH,*ST검멀,2012-10-17,5.6575,5.6771,5.746,5.5787,5.7067,4189618,24135572,0.0492,0.8696,5.7608,0.5466,4445403823,N/A,4445403823,766448935,0,766448935,9.2314,1.212,0.159,-76.8385,
600581.SH,*ST검멀,2012-10-18,5.7067,5.7165,5.8444,5.687,5.7952,7013420,41180854,0.0886,1.5517,5.8717,0.9151,4514384227.15,N/A,4514384227.15,766448935,0,766448935,9.3746,1.2308,0.1615,-78.0309,
600581.SH,*ST검멀,2012-10-19,5.7952,5.805,5.992,5.7559,5.7854,8439728,50332409,-0.0098,-0.1698,5.9637,1.1011,4506719737.8,N/A,4506719737.8,766448935,0,766448935,9.3587,1.2287,0.1612,-77.8984,
600581.SH,*ST검멀,2012-10-22,5.7854,5.7067,5.805,5.6771,5.7952,3976429,23160987,0.0098,0.1701,5.8246,0.5188,4514384227.15,N/A,4514384227.15,766448935,0,766448935,9.3746,1.2308,0.1615,-78.0309,
600581.SH,*ST검멀,2012-10-23,5.7952,5.805,5.8739,5.7559,5.8346,7745431,45823649,0.0394,0.6791,5.9162,1.0106,4545042184.55,N/A,4545042184.55,766448935,0,766448935,9.4383,1.2391,0.1626,-78.5608,
600581.SH,*ST검멀,2012-10-24,5.8346,5.7559,5.9723,5.6673,5.8739,11612433,69494213,0.0394,0.6745,5.9845,1.5151,4575700141.95,N/A,4575700141.95,766448935,0,766448935,9.5019,1.2475,0.1637,-79.0907,
600581.SH,*ST검멀,2012-10-25,5.8739,5.7854,6.1888,5.7854,5.9526,24173968,148368987,0.0787,1.34,6.1376,3.154,4637016056.75,N/A,4637016056.75,766448935,0,766448935,9.6293,1.2642,0.1659,-80.1506,
600581.SH,*ST검멀,2012-10-26,5.9526,5.8838,5.9034,5.5689,5.6378,12336539,71680657,-0.3148,-5.2893,5.8104,1.6096,4391752397.55,N/A,4391752397.55,766448935,0,766448935,9.1199,1.1974,0.1571,-75.9112,
600581.SH,*ST검멀,2012-10-29,5.6378,5.4705,5.5787,5.3524,5.3721,11034640,61036544,-0.2657,-4.712,5.5314,1.4397,4184811185.1,N/A,4184811185.1,766448935,0,766448935,8.6902,1.1409,0.1497,-72.3342,
600581.SH,*ST검멀,2012-10-30,5.3721,5.4115,5.4705,5.2245,5.4607,7999162,43636155,0.0886,1.6484,5.4551,1.0437,4253791589.25,N/A,4253791589.25,766448935,0,766448935,8.8334,1.1597,0.1522,-73.5265,
600581.SH,*ST검멀,2012-10-31,5.4607,5.4607,5.4607,5.3623,5.441,3450042,18977905,-0.0197,-0.3604,5.5008,0.4501,4238462610.55,N/A,4238462610.55,766448935,0,766448935,8.8016,1.1556,0.1516,-73.2616,
600581.SH,*ST검멀,2012-11-01,5.441,5.4213,5.5591,5.4115,5.5197,7196501,40248648,0.0787,1.4467,5.5928,0.9389,4299778525.35,N/A,4299778525.35,766448935,0,766448935,8.9289,1.1723,0.1538,-74.3214,
600581.SH,*ST검멀,2012-11-02,5.5197,5.5591,5.5886,5.4804,5.5591,5641217,31720806,0.0394,0.713,5.623,0.736,4330436482.75,N/A,4330436482.75,766448935,0,766448935,8.9926,1.1806,0.1549,-74.8513,
600581.SH,*ST검멀,2012-11-05,5.5591,5.6083,5.6673,5.5394,5.6083,4618712,26293849,0.0492,0.885,5.6929,0.6026,4368758929.5,N/A,4368758929.5,766448935,0,766448935,9.0722,1.1911,0.1563,-75.5137,
600581.SH,*ST검멀,2012-11-06,5.6083,5.5886,5.5984,5.4705,5.5296,4036271,22670985,-0.0787,-1.4035,5.6168,0.5266,4307443014.7,N/A,4307443014.7,766448935,0,766448935,8.9449,1.1744,0.1541,-74.4539,
600581.SH,*ST검멀,2012-11-07,5.5296,5.5296,5.6378,5.4705,5.5591,3648642,20523305,0.0295,0.5338,5.6249,0.476,4330436482.75,N/A,4330436482.75,766448935,0,766448935,8.9926,1.1806,0.1549,-74.8513,
600581.SH,*ST검멀,2012-11-08,5.5591,5.5296,5.5296,5.382,5.3918,3641538,20182224,-0.1673,-3.0088,5.5422,0.4751,4200140163.8,N/A,4200140163.8,766448935,0,766448935,8.722,1.1451,0.1503,-72.5992,
600581.SH,*ST검멀,2012-11-09,5.3918,5.3918,5.4902,5.3426,5.4508,3308287,18192866,0.059,1.0949,5.4992,0.4316,4246127099.9,N/A,4246127099.9,766448935,0,766448935,8.8175,1.1576,0.1519,-73.3941,
600581.SH,*ST검멀,2012-11-12,5.4508,5.5,5.5099,5.4016,5.4508,3070482,16996657,0,0,5.5355,0.4006,4246127099.9,N/A,4246127099.9,766448935,0,766448935,8.8175,1.1576,0.1519,-73.3941,
600581.SH,*ST검멀,2012-11-13,5.4508,5.4607,5.4902,5.3131,5.3229,2911914,15907079,-0.1279,-2.3466,5.4628,0.3799,4146488738.35,N/A,4146488738.35,766448935,0,766448935,8.6106,1.1305,0.1483,-71.6718,
600581.SH,*ST검멀,2012-11-14,5.3229,5.3131,5.3721,5.2737,5.3426,2116947,11439755,0.0197,0.3697,5.4039,0.2762,4161817717.05,N/A,4161817717.05,766448935,0,766448935,8.6425,1.1347,0.1489,-71.9368,
600581.SH,*ST검멀,2012-11-15,5.3426,5.3229,5.3524,5.2245,5.2344,2357306,12678231,-0.1082,-2.0258,5.3783,0.3076,4077508334.2,N/A,4077508334.2,766448935,0,766448935,8.4674,1.1117,0.1459,-70.4795,
600581.SH,*ST검멀,2012-11-16,5.2344,5.2344,5.2737,5.077,5.1557,3082020,16079875,-0.0787,-1.5038,5.2173,0.4021,4016192419.4,N/A,4016192419.4,766448935,0,766448935,8.34,1.095,0.1437,-69.4196,
600581.SH,*ST검멀,2012-11-19,5.1557,5.1557,5.1753,5.0868,5.1262,2994834,15577042,-0.0295,-0.5725,5.2013,0.3907,3993198951.35,N/A,3993198951.35,766448935,0,766448935,8.2923,1.0887,0.1429,-69.0222,
600581.SH,*ST검멀,2012-11-20,5.1262,5.1458,5.1753,5.1163,5.1163,1880883,9817047,-0.0098,-0.1919,5.2194,0.2454,3985534462,N/A,3985534462,766448935,0,766448935,8.2764,1.0866,0.1426,-68.8897,
600581.SH,*ST검멀,2012-11-21,5.1163,5.1262,5.195,5.077,5.1852,2238021,11694974,0.0689,1.3462,5.2256,0.292,4039185887.45,N/A,4039185887.45,766448935,0,766448935,8.3878,1.1012,0.1445,-69.8171,
600581.SH,*ST검멀,2012-11-22,5.1852,5.1753,5.1753,5.0966,5.1065,2440808,12731472,-0.0787,-1.518,5.2161,0.3185,3977869972.65,N/A,3977869972.65,766448935,0,766448935,8.2605,1.0845,0.1423,-68.7572,
600581.SH,*ST검멀,2012-11-23,5.1065,5.0966,5.1753,5.0966,5.1163,1615992,8450106,0.0098,0.1927,5.2291,0.2108,3985534462,N/A,3985534462,766448935,0,766448935,8.2764,1.0866,0.1426,-68.8897,
600581.SH,*ST검멀,2012-11-26,5.1163,5.1458,5.1852,5.1163,5.1163,2175100,11376205,0,0,5.2302,0.2838,3985534462,N/A,3985534462,766448935,0,766448935,8.2764,1.0866,0.1426,-68.8897,
600581.SH,*ST검멀,2012-11-27,5.1163,5.1262,5.2344,5.0474,5.0671,4683234,24461445,-0.0492,-0.9615,5.2232,0.611,3947212015.25,N/A,3947212015.25,766448935,0,766448935,8.1968,1.0762,0.1412,-68.2273,
600581.SH,*ST검멀,2012-11-28,5.0671,4.9687,4.9884,4.8015,4.8015,4103537,20185856,-0.2657,-5.2427,4.9191,0.5354,3740270802.8,N/A,3740270802.8,766448935,0,766448935,7.7671,1.0197,0.1338,-64.6504,
600581.SH,*ST검멀,2012-11-29,4.8015,4.8015,4.9982,4.7916,4.8703,4270498,21068234,0.0689,1.4344,4.9334,0.5572,3793922228.25,N/A,3793922228.25,766448935,0,766448935,7.8785,1.0344,0.1357,-65.5777,
600581.SH,*ST검멀,2012-11-30,4.8703,4.8507,4.9687,4.8211,4.9392,3758895,18752714,0.0689,1.4141,4.9889,0.4904,3847573653.7,N/A,3847573653.7,766448935,0,766448935,7.9899,1.049,0.1377,-66.5051,
600581.SH,*ST검멀,2012-12-03,4.9392,4.9392,4.9392,4.7621,4.7719,3700849,18223002,-0.1673,-3.3865,4.924,0.4829,3717277334.75,N/A,3717277334.75,766448935,0,766448935,7.7193,1.0135,0.133,-64.2529,
600581.SH,*ST검멀,2012-12-04,4.7719,4.7326,4.8605,4.644,4.831,3079252,14870353,0.059,1.2371,4.8292,0.4018,3763264270.85,N/A,3763264270.85,766448935,0,766448935,7.8148,1.026,0.1346,-65.0478,
600581.SH,*ST검멀,2012-12-05,4.831,4.8211,5.0671,4.8015,5.0278,6458055,32733555,0.1968,4.0733,5.0686,0.8426,3916554057.85,N/A,3916554057.85,766448935,0,766448935,8.1331,1.0678,0.1401,-67.6974,
600581.SH,*ST검멀,2012-12-06,5.0278,5.0474,5.0966,4.9884,5.0081,3900278,19942956,-0.0197,-0.3914,5.1132,0.5089,3901225079.15,N/A,3901225079.15,766448935,0,766448935,8.1013,1.0636,0.1396,-67.4324,
600581.SH,*ST검멀,2012-12-07,5.0081,5.0081,5.2836,4.949,5.2737,12194552,64323311,0.2657,5.3045,5.2748,1.591,4108166291.6,N/A,4108166291.6,766448935,0,766448935,8.531,1.12,0.147,-71.0094,
600581.SH,*ST검멀,2012-12-10,5.2737,5.2344,5.4312,5.1262,5.382,13555514,73498202,0.1082,2.0522,5.422,1.7686,4192475674.45,N/A,4192475674.45,766448935,0,766448935,8.7061,1.143,0.15,-72.4667,
600581.SH,*ST검멀,2012-12-11,5.382,5.3131,5.5197,5.2639,5.3229,8662631,47510512,-0.059,-1.0969,5.4845,1.1302,4146488738.35,N/A,4146488738.35,766448935,0,766448935,8.6106,1.1305,0.1483,-71.6718,
600581.SH,*ST검멀,2012-12-12,5.3229,5.3131,5.5,5.3131,5.3918,7950368,43595831,0.0689,1.2939,5.4835,1.0373,4200140163.8,N/A,4200140163.8,766448935,0,766448935,8.722,1.1451,0.1503,-72.5992,
600581.SH,*ST검멀,2012-12-13,5.3918,5.3623,5.4213,5.2934,5.3033,5596026,30480052,-0.0886,-1.6423,5.4467,0.7301,4131159759.65,N/A,4131159759.65,766448935,0,766448935,8.5788,1.1263,0.1478,-71.4069,
600581.SH,*ST검멀,2012-12-14,5.3033,5.3033,5.5689,5.2934,5.5394,11695911,65388597,0.2361,4.4527,5.5907,1.526,4315107504.05,N/A,4315107504.05,766448935,0,766448935,8.9608,1.1765,0.1544,-74.5864,
600581.SH,*ST검멀,2012-12-17,5.5394,5.5394,5.7165,5.5394,5.6083,12504207,71809424,0.0689,1.2433,5.7428,1.6314,4368758929.5,N/A,4368758929.5,766448935,0,766448935,9.0722,1.1911,0.1563,-75.5137,
600581.SH,*ST검멀,2012-12-18,5.6083,5.5984,5.687,5.5394,5.6083,7312575,41807250,0,0,5.7172,0.9541,4368758929.5,N/A,4368758929.5,766448935,0,766448935,9.0722,1.1911,0.1563,-75.5137,
600581.SH,*ST검멀,2012-12-19,5.6083,5.5689,5.6378,5.5394,5.5787,5079200,28850572,-0.0295,-0.5263,5.6801,0.6627,4345765461.45,N/A,4345765461.45,766448935,0,766448935,9.0244,1.1848,0.1555,-75.1163,
600581.SH,*ST검멀,2012-12-20,5.5787,5.5591,5.7854,5.5197,5.746,9166510,52683450,0.1673,2.9982,5.7474,1.196,4476061780.4,N/A,4476061780.4,766448935,0,766448935,9.295,1.2203,0.1601,-77.3685,
600581.SH,*ST검멀,2012-12-21,5.746,5.7559,5.7657,5.5787,5.5984,5882934,33910568,-0.1476,-2.5685,5.7642,0.7676,4361094440.15,N/A,4361094440.15,766448935,0,766448935,9.0563,1.189,0.156,-75.3813,
600581.SH,*ST검멀,2012-12-24,5.5984,5.5787,5.7165,5.5492,5.7067,4203817,24092807,0.1082,1.9332,5.7312,0.5485,4445403823,N/A,4445403823,766448935,0,766448935,9.2314,1.212,0.159,-76.8385,
600581.SH,*ST검멀,2012-12-25,5.7067,5.6673,5.9231,5.5984,5.8542,10003932,58998194,0.1476,2.5862,5.8975,1.3052,4560371163.25,N/A,4560371163.25,766448935,0,766448935,9.4701,1.2433,0.1632,-78.8257,
600581.SH,*ST검멀,2012-12-26,5.8542,5.7854,5.8838,5.7362,5.8542,8035915,47418489,0,0,5.9008,1.0485,4560371163.25,N/A,4560371163.25,766448935,0,766448935,9.4701,1.2433,0.1632,-78.8257,
600581.SH,*ST검멀,2012-12-27,5.8542,5.805,6.1494,5.6968,5.8149,13565079,81375147,-0.0394,-0.6723,5.9989,1.7699,4529713205.85,N/A,4529713205.85,766448935,0,766448935,9.4064,1.235,0.1621,-78.2958,
600581.SH,*ST검멀,2012-12-28,5.8149,5.7854,5.8444,5.7165,5.7952,6274232,36856859,-0.0197,-0.3384,5.8743,0.8186,4514384227.15,N/A,4514384227.15,766448935,0,766448935,9.3746,1.2308,0.1615,-78.0309,
600581.SH,*ST검멀,2012-12-31,5.7952,5.7952,5.8641,5.7362,5.8346,6017407,35529652,0.0394,0.6791,5.9045,0.7851,4545042184.55,N/A,4545042184.55,766448935,0,766448935,9.4383,1.2391,0.1626,-78.5608,
600581.SH,*ST검멀,2013-01-04,5.8346,5.9821,6.1002,5.8542,5.9428,12462796,75909646,0.1082,1.855,6.0909,1.626,4629351567.4,N/A,4629351567.4,766448935,0,766448935,30.0065,1.1643,0.1741,154.019,
600581.SH,*ST검멀,2013-01-07,5.9428,5.9428,5.9526,5.8149,5.9034,6171867,36821630,-0.0394,-0.6623,5.966,0.8053,4598693610,N/A,4598693610,766448935,0,766448935,29.8078,1.1566,0.173,152.999,
600581.SH,*ST검멀,2013-01-08,5.9034,5.9034,5.9034,5.7854,5.8542,6812942,40437091,-0.0492,-0.8333,5.9353,0.8889,4560371163.25,N/A,4560371163.25,766448935,0,766448935,29.5594,1.147,0.1715,151.724,
600581.SH,*ST검멀,2013-01-09,5.8542,5.805,5.8641,5.7165,5.7854,6514593,38405541,-0.0689,-1.1765,5.8953,0.85,4506719737.8,N/A,4506719737.8,766448935,0,766448935,29.2116,1.1335,0.1695,149.939,
600581.SH,*ST검멀,2013-01-10,5.7854,5.805,5.9821,5.7657,5.8739,8149846,48720894,0.0886,1.5306,5.9781,1.0633,4575700141.95,N/A,4575700141.95,766448935,0,766448935,29.6587,1.1509,0.1721,152.234,
600581.SH,*ST검멀,2013-01-11,5.8739,5.8149,5.8936,5.6181,5.6181,7427967,43422660,-0.2558,-4.3551,5.8458,0.9691,4376423418.85,N/A,4376423418.85,766448935,0,766448935,28.3671,1.1007,0.1646,145.604,
600581.SH,*ST검멀,2013-01-14,5.6181,5.6181,5.8641,5.6181,5.8542,7075250,41565826,0.2361,4.2032,5.8748,0.9231,4560371163.25,N/A,4560371163.25,766448935,0,766448935,29.5594,1.147,0.1715,151.724,
600581.SH,*ST검멀,2013-01-15,5.8542,5.8739,6.0805,5.8247,5.9821,13150063,80310600,0.1279,2.1849,6.1072,1.7157,4660009524.8,N/A,4660009524.8,766448935,0,766448935,30.2052,1.1721,0.1753,155.039,
600581.SH,*ST검멀,2013-01-16,5.9821,5.9723,5.992,5.805,5.933,7575526,45322851,-0.0492,-0.8224,5.9828,0.9884,4621687078.05,N/A,4621687078.05,766448935,0,766448935,29.9568,1.1624,0.1738,153.764,
600581.SH,*ST검멀,2013-01-17,5.933,5.9231,5.9231,5.7854,5.7952,4766700,28280010,-0.1377,-2.3217,5.9328,0.6219,4514384227.15,N/A,4514384227.15,766448935,0,766448935,29.2613,1.1354,0.1698,150.194,
600581.SH,*ST검멀,2013-01-18,5.7952,5.8346,5.8838,5.746,5.8346,5939924,35171507,0.0394,0.6791,5.9212,0.775,4545042184.55,N/A,4545042184.55,766448935,0,766448935,29.46,1.1431,0.171,151.214,
600581.SH,*ST검멀,2013-01-21,5.8346,5.8247,5.9231,5.7854,5.9133,7416943,44049946,0.0787,1.3491,5.9391,0.9677,4606358099.35,N/A,4606358099.35,766448935,0,766448935,29.8575,1.1586,0.1733,153.254,
600581.SH,*ST검멀,2013-01-22,5.9133,5.9034,5.9034,5.7362,5.7952,6056733,35745481,-0.1181,-1.9967,5.9018,0.7902,4514384227.15,N/A,4514384227.15,766448935,0,766448935,29.2613,1.1354,0.1698,150.194,
600581.SH,*ST검멀,2013-01-23,5.7952,5.7854,5.933,5.7854,5.8444,10129540,60348873,0.0492,0.8489,5.9577,1.3216,4552706673.9,N/A,4552706673.9,766448935,0,766448935,29.5097,1.1451,0.1712,151.469,
600581.SH,*ST검멀,2013-01-24,5.8444,5.8542,6.0805,5.7559,5.7657,14352604,86315700,-0.0787,-1.3468,6.0139,1.8726,4491390759.1,N/A,4491390759.1,766448935,0,766448935,29.1123,1.1296,0.1689,149.429,
600581.SH,*ST검멀,2013-01-25,5.7657,5.7165,5.7559,5.5787,5.5984,8584747,49211420,-0.1673,-2.901,5.7324,1.1201,4361094440.15,N/A,4361094440.15,766448935,0,766448935,28.2677,1.0969,0.164,145.0941,
600581.SH,*ST검멀,2013-01-28,5.5984,5.6083,5.7263,5.5984,5.7263,4416925,25489166,0.1279,2.2847,5.7708,0.5763,4460732801.7,N/A,4460732801.7,766448935,0,766448935,28.9135,1.1219,0.1678,148.409,
600581.SH,*ST검멀,2013-01-29,5.7263,5.7067,5.7755,5.6771,5.7067,6868431,39908164,-0.0197,-0.3436,5.8104,0.8961,4445403823,N/A,4445403823,766448935,0,766448935,28.8142,1.1181,0.1672,147.899,
600581.SH,*ST검멀,2013-01-30,5.7067,5.7165,5.7755,5.6083,5.7657,11744913,67883042,0.059,1.0345,5.7798,1.5324,4491390759.1,N/A,4491390759.1,766448935,0,766448935,29.1123,1.1296,0.1689,149.429,
600581.SH,*ST검멀,2013-01-31,5.7657,5.7657,5.7854,5.6673,5.746,8574472,49851014,-0.0197,-0.3413,5.8139,1.1187,4476061780.4,N/A,4476061780.4,766448935,0,766448935,29.0129,1.1258,0.1684,148.919,
600581.SH,*ST검멀,2013-02-01,5.746,5.7263,5.7559,5.6673,5.7559,5368825,31243816,0.0098,0.1712,5.8195,0.7005,4483726269.75,N/A,4483726269.75,766448935,0,766448935,29.0626,1.1277,0.1686,149.174,
600581.SH,*ST검멀,2013-02-04,5.7559,5.7657,5.9625,5.7165,5.9231,13665877,81364621,0.1673,2.906,5.9539,1.783,4614022588.7,N/A,4614022588.7,766448935,0,766448935,29.9071,1.1605,0.1735,153.509,
600581.SH,*ST검멀,2013-02-05,5.9231,5.9034,6.3167,5.8444,6.1986,35053938,217450668,0.2755,4.6512,6.2033,4.5736,4828628290.5,N/A,4828628290.5,766448935,0,766448935,31.2982,1.2145,0.1816,160.649,
600581.SH,*ST검멀,2013-02-06,6.1986,6.1593,6.238,6.0412,6.1199,13188147,82091324,-0.0787,-1.2698,6.2246,1.7207,4767312375.7,N/A,4767312375.7,766448935,0,766448935,30.9007,1.199,0.1793,158.609,
600581.SH,*ST검멀,2013-02-07,6.1199,6.0904,6.1199,6.0018,6.0609,7299266,44990940,-0.059,-0.9646,6.1638,0.9523,4721325439.6,N/A,4721325439.6,766448935,0,766448935,30.6027,1.1875,0.1776,157.079,
600581.SH,*ST검멀,2013-02-08,6.0609,6.0707,6.2576,6.0412,6.1593,10057219,63151492,0.0984,1.6234,6.2792,1.3122,4797970333.1,N/A,4797970333.1,766448935,0,766448935,31.0995,1.2068,0.1805,159.629,
600581.SH,*ST검멀,2013-02-18,6.1593,6.1986,6.2183,6.0215,6.0805,8560608,53039528,-0.0787,-1.278,6.1958,1.1169,4736654418.3,N/A,4736654418.3,766448935,0,766448935,30.702,1.1913,0.1782,157.589,
600581.SH,*ST검멀,2013-02-19,6.0805,6.0805,6.0904,5.7559,5.8247,13859403,82914819,-0.2558,-4.2071,5.9826,1.8083,4537377695.2,N/A,4537377695.2,766448935,0,766448935,29.4103,1.1412,0.1707,150.959,
600581.SH,*ST검멀,2013-02-20,5.8247,5.8149,5.8739,5.805,5.8641,5156519,30602686,0.0394,0.6757,5.9348,0.6728,4568035652.6,N/A,4568035652.6,766448935,0,766448935,29.6091,1.1489,0.1718,151.979,
600581.SH,*ST검멀,2013-02-21,5.8641,5.805,5.805,5.5984,5.6673,9199280,53098771,-0.1968,-3.3557,5.7721,1.2002,4414745865.6,N/A,4414745865.6,766448935,0,766448935,28.6155,1.1104,0.1661,146.879,
600581.SH,*ST검멀,2013-02-22,5.6673,5.6673,5.7165,5.6378,5.687,3648820,21102504,0.0197,0.3472,5.7834,0.4761,4430074844.3,N/A,4430074844.3,766448935,0,766448935,28.7148,1.1142,0.1666,147.389,
600581.SH,*ST검멀,2013-02-25,5.687,5.687,5.7263,5.6476,5.6771,4597966,26526529,-0.0098,-0.173,5.7692,0.5999,4422410354.95,N/A,4422410354.95,766448935,0,766448935,28.6652,1.1123,0.1663,147.134,
600581.SH,*ST검멀,2013-02-26,5.6771,5.6476,5.7067,5.5591,5.5689,4963464,28348853,-0.1082,-1.9064,5.7115,0.6476,4338100972.1,N/A,4338100972.1,766448935,0,766448935,28.1187,1.0911,0.1632,144.3291,
600581.SH,*ST검멀,2013-02-27,5.5689,5.5886,5.6378,5.5492,5.6083,3074518,17456762,0.0394,0.7067,5.6779,0.4011,4368758929.5,N/A,4368758929.5,766448935,0,766448935,28.3174,1.0988,0.1643,145.3491,
600581.SH,*ST검멀,2013-02-28,5.6083,5.6378,5.7165,5.5886,5.7165,4843608,27957961,0.1082,1.9298,5.7721,0.632,4453068312.35,N/A,4453068312.35,766448935,0,766448935,28.8639,1.12,0.1675,148.154,
600581.SH,*ST검멀,2013-03-01,5.7165,5.7067,5.7362,5.6083,5.687,5985347,34449597,-0.0295,-0.5164,5.7557,0.7809,4430074844.3,N/A,4430074844.3,766448935,0,766448935,28.7148,1.1142,0.1666,147.389,
600581.SH,*ST검멀,2013-03-04,5.687,5.6181,5.6181,5.3131,5.3426,10978647,60435301,-0.3444,-6.0554,5.5048,1.4324,4161817717.05,N/A,4161817717.05,766448935,0,766448935,26.976,1.0468,0.1565,138.4641,
600581.SH,*ST검멀,2013-03-05,5.3426,5.3524,5.4508,5.3524,5.441,3768125,20725265,0.0984,1.8416,5.5002,0.4916,4238462610.55,N/A,4238462610.55,766448935,0,766448935,27.4728,1.066,0.1594,141.0141,
600581.SH,*ST검멀,2013-03-06,5.441,5.4508,5.5,5.4213,5.4705,4389285,24359501,0.0295,0.5425,5.5498,0.5727,4261456078.6,N/A,4261456078.6,766448935,0,766448935,27.6219,1.0718,0.1603,141.7791,
600581.SH,*ST검멀,2013-03-07,5.4705,5.4705,5.5296,5.4213,5.4508,4812425,26749552,-0.0197,-0.3597,5.5584,0.6279,4246127099.9,N/A,4246127099.9,766448935,0,766448935,27.5225,1.068,0.1597,141.2691,
600581.SH,*ST검멀,2013-03-08,5.4508,5.4508,5.5984,5.441,5.4804,4222900,23684389,0.0295,0.5415,5.6086,0.551,4269120567.95,N/A,4269120567.95,766448935,0,766448935,27.6716,1.0737,0.1606,142.0341,
600581.SH,*ST검멀,2013-03-11,5.4804,5.4804,5.4902,5.4115,5.4508,2443402,13529235,-0.0295,-0.5386,5.537,0.3188,4246127099.9,N/A,4246127099.9,766448935,0,766448935,27.5225,1.068,0.1597,141.2691,
600581.SH,*ST검멀,2013-03-12,5.4508,5.4312,5.5,5.3229,5.3623,3458510,18977625,-0.0886,-1.6245,5.4872,0.4512,4177146695.75,N/A,4177146695.75,766448935,0,766448935,27.0754,1.0506,0.1571,138.9741,
600581.SH,*ST검멀,2013-03-13,5.3623,5.3328,5.3721,5.2442,5.2639,3626756,19471307,-0.0984,-1.8349,5.3688,0.4732,4100501802.25,N/A,4100501802.25,766448935,0,766448935,26.5786,1.0313,0.1542,136.4241,
600581.SH,*ST검멀,2013-03-14,5.2639,5.2836,5.3328,5.2639,5.2934,2015616,10826635,0.0295,0.5607,5.3714,0.263,4123495270.3,N/A,4123495270.3,766448935,0,766448935,26.7276,1.0371,0.1551,137.1891,
600581.SH,*ST검멀,2013-03-15,5.2934,5.2934,5.5591,5.1655,5.3623,6810414,37088519,0.0689,1.3011,5.4459,0.8886,4177146695.75,N/A,4177146695.75,766448935,0,766448935,27.0754,1.0506,0.1571,138.9741,
600581.SH,*ST검멀,2013-03-18,5.3623,5.3229,5.5689,5.3131,5.3524,6242641,34319224,-0.0098,-0.1835,5.4975,0.8145,4169482206.4,N/A,4169482206.4,766448935,0,766448935,27.0257,1.0487,0.1568,138.7191,
600581.SH,*ST검멀,2013-03-19,5.3524,5.3426,5.4016,5.3033,5.3721,3530960,19188283,0.0197,0.3676,5.4343,0.4607,4184811185.1,N/A,4184811185.1,766448935,0,766448935,27.1251,1.0525,0.1574,139.2291,
600581.SH,*ST검멀,2013-03-20,5.3721,5.3721,5.5099,5.3229,5.5099,5560657,30800351,0.1377,2.5641,5.539,0.7255,4292114036,N/A,4292114036,766448935,0,766448935,27.8206,1.0795,0.1614,142.7991,
600581.SH,*ST검멀,2013-03-21,5.5099,5.4902,5.5296,5.4312,5.4804,4904189,27392409,-0.0295,-0.5357,5.5855,0.6399,4269120567.95,N/A,4269120567.95,766448935,0,766448935,27.6716,1.0737,0.1606,142.0341,
600581.SH,*ST검멀,2013-03-22,5.4804,5.4607,5.4902,5.4312,5.4804,2400837,13336818,0,0,5.5551,0.3132,4269120567.95,N/A,4269120567.95,766448935,0,766448935,27.6716,1.0737,0.1606,142.0341,
