測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
600510.SH,窪警竣,2002-07-18,3.8388,3.8426,3.8656,3.7985,3.8349,287880,5757732,-0.0038,-0.0999,20.0005,0.7576,760380000,N/A,2923933236,38000000,0,146123600,33.5894,13.0869,3.3202,-111.4218,
600510.SH,窪警竣,2002-07-19,3.8349,3.8426,3.8848,3.833,3.8694,289992,5841988,0.0345,0.8996,20.1453,0.7631,767220000,N/A,2950235484,38000000,0,146123600,33.8915,13.2046,3.3501,-112.4241,
600510.SH,窪警竣,2002-07-22,3.8694,3.8771,3.8771,3.7755,3.7889,359289,7187673,-0.0805,-2.0802,20.0053,0.9455,751260000,N/A,2888863572,38000000,0,146123600,33.1865,12.93,3.2804,-110.0854,
600510.SH,窪警竣,2002-07-23,3.7889,3.7774,3.8138,3.7755,3.7928,294108,5817604,0.0038,0.1012,19.7805,0.774,752020000,N/A,2891786044,38000000,0,146123600,33.2201,12.943,3.2837,-110.1968,
600510.SH,窪警竣,2002-07-24,3.7928,3.8138,3.8483,3.787,3.8158,188935,3767031,0.023,0.6064,19.9382,0.4972,756580000,N/A,2909320876,38000000,0,146123600,33.4215,13.0215,3.3036,-110.865,
600510.SH,窪警竣,2002-07-25,3.8158,3.7966,3.8522,3.7794,3.8081,164013,3261929,-0.0077,-0.2009,19.8882,0.4316,755060000,N/A,2903475932,38000000,0,146123600,33.3544,12.9954,3.297,-110.6422,
600510.SH,窪警竣,2002-07-26,3.8081,3.81,3.9384,3.81,3.8943,1041060,21168123,0.0862,2.2647,20.3332,2.7396,772160000,N/A,2969231552,38000000,0,146123600,34.1098,13.2897,3.3716,-113.148,
600510.SH,窪警竣,2002-07-29,3.8943,3.8713,3.9078,3.8713,3.9058,325246,6599494,0.0115,0.2953,20.2908,0.8559,774440000,N/A,2977998968,38000000,0,146123600,34.2105,13.3289,3.3816,-113.4821,
600510.SH,窪警竣,2002-07-30,3.9058,3.8809,3.9078,3.8713,3.8905,221702,4497767,-0.0153,-0.3925,20.2874,0.5834,771400000,N/A,2966309080,38000000,0,146123600,34.0762,13.2766,3.3683,-113.0366,
600510.SH,窪警竣,2002-07-31,3.8905,3.8675,3.9058,3.81,3.8598,253284,5099113,-0.0307,-0.7882,20.132,0.6665,765320000,N/A,2942929304,38000000,0,146123600,33.8076,13.1719,3.3418,-112.1457,
600510.SH,窪警竣,2002-08-01,3.8598,3.8445,3.8637,3.7909,3.8445,320161,6389758,-0.0153,-0.3972,19.958,0.8425,762280000,N/A,2931239416,38000000,0,146123600,33.6733,13.1196,3.3285,-111.7002,
600510.SH,窪警竣,2002-08-02,3.8445,3.8426,3.8886,3.8426,3.8752,150300,3028826,0.0307,0.7976,20.1519,0.3955,768360000,N/A,2954619192,38000000,0,146123600,33.9419,13.2243,3.355,-112.5911,
600510.SH,窪警竣,2002-08-05,3.8752,3.856,3.9595,3.833,3.9538,728424,14906880,0.0786,2.0277,20.4646,1.9169,783940000,N/A,3014529868,38000000,0,146123600,34.6301,13.4924,3.4231,-114.8741,
600510.SH,窪警竣,2002-08-06,3.9538,3.9327,3.9576,3.9193,3.9403,268157,5518483,-0.0134,-0.3393,20.5793,0.7057,781280000,N/A,3004301216,38000000,0,146123600,34.5126,13.4466,3.4115,-114.4844,
600510.SH,窪警竣,2002-08-07,3.9403,3.9327,3.9614,3.9212,3.9442,188475,3876259,0.0038,0.0973,20.5664,0.496,782040000,N/A,3007223688,38000000,0,146123600,34.5462,13.4597,3.4148,-114.5957,
600510.SH,窪警竣,2002-08-08,3.9442,3.9461,3.9787,3.9442,3.9576,597980,12338865,0.0134,0.3401,20.6342,1.5736,784700000,N/A,3017452340,38000000,0,146123600,34.6637,13.5055,3.4264,-114.9855,
600510.SH,窪警竣,2002-08-09,3.9576,3.9576,3.9576,3.9097,3.9212,348113,7127091,-0.0364,-0.9201,20.4735,0.9161,777480000,N/A,2989688856,38000000,0,146123600,34.3448,13.3812,3.3949,-113.9275,
600510.SH,窪警竣,2002-08-12,3.9212,3.8713,3.9078,3.8694,3.8905,255051,5176302,-0.0307,-0.782,20.2952,0.6712,771400000,N/A,2966309080,38000000,0,146123600,34.0762,13.2766,3.3683,-113.0366,
600510.SH,窪警竣,2002-08-13,3.8905,3.9193,3.9288,3.8905,3.8924,148900,3031765,0.0019,0.0493,20.3611,0.3918,771780000,N/A,2967770316,38000000,0,146123600,34.093,13.2831,3.37,-113.0923,
600510.SH,窪警竣,2002-08-14,3.8924,3.8905,3.9193,3.8867,3.9135,119542,2432180,0.0211,0.5416,20.3458,0.3146,775960000,N/A,2983843912,38000000,0,146123600,34.2776,13.3551,3.3882,-113.7048,
600510.SH,窪警竣,2002-08-15,3.9135,3.9135,3.9135,3.8119,3.8273,280670,5631282,-0.0862,-2.2037,20.0637,0.7386,758860000,N/A,2918088292,38000000,0,146123600,33.5222,13.0608,3.3136,-111.1991,
600510.SH,窪警竣,2002-08-16,3.8273,3.8138,3.8637,3.8138,3.8368,191786,3834292,0.0096,0.2504,19.9926,0.5047,760760000,N/A,2925394472,38000000,0,146123600,33.6062,13.0935,3.3219,-111.4775,
600510.SH,窪警竣,2002-08-19,3.8368,3.8426,3.8464,3.8273,3.833,141650,2834700,-0.0038,-0.0999,20.012,0.3728,760000000,N/A,2922472000,38000000,0,146123600,33.5726,13.0804,3.3185,-111.3661,
600510.SH,窪警竣,2002-08-20,3.833,3.833,3.9001,3.833,3.8886,142090,2878972,0.0556,1.45,20.2616,0.3739,771020000,N/A,2964847844,38000000,0,146123600,34.0594,13.27,3.3667,-112.9809,
600510.SH,窪警竣,2002-08-21,3.8886,3.8522,3.9116,3.8522,3.9097,166814,3388877,0.0211,0.5421,20.3153,0.439,775200000,N/A,2980921440,38000000,0,146123600,34.2441,13.342,3.3849,-113.5934,
600510.SH,窪警竣,2002-08-22,3.9097,3.9231,4.0055,3.9001,3.9653,937606,19419280,0.0556,1.4216,20.7116,2.4674,786220000,N/A,3023297284,38000000,0,146123600,34.7309,13.5317,3.433,-115.2082,
600510.SH,窪警竣,2002-08-23,3.9653,3.9768,3.9768,3.9269,3.9461,239118,4915943,-0.0192,-0.4833,20.5586,0.6293,782420000,N/A,3008684924,38000000,0,146123600,34.563,13.4663,3.4164,-114.6514,
600510.SH,窪警竣,2002-08-26,3.9461,3.9269,4.0362,3.8963,4.017,1019807,21317185,0.0709,1.797,20.9032,2.6837,796480000,N/A,3062750656,38000000,0,146123600,35.1841,13.7082,3.4778,-116.7117,
600510.SH,窪警竣,2002-08-27,4.017,3.9959,4.0553,3.9959,4.0247,1482920,31122546,0.0077,0.1908,20.9873,3.9024,798000000,N/A,3068595600,38000000,0,146123600,35.2512,13.7344,3.4845,-116.9344,
600510.SH,窪警竣,2002-08-28,4.0247,4.0055,4.0726,3.9863,4.0132,731096,15378713,-0.0115,-0.2857,21.0351,1.9239,795720000,N/A,3059828184,38000000,0,146123600,35.1505,13.6952,3.4745,-116.6003,
600510.SH,窪警竣,2002-08-29,4.0132,4.0055,4.0323,3.9518,3.9633,394955,8255832,-0.0498,-1.2416,20.9032,1.0394,785840000,N/A,3021836048,38000000,0,146123600,34.7141,13.5251,3.4314,-115.1526,
600510.SH,窪警竣,2002-08-30,3.9633,3.9633,3.9959,3.9557,3.9863,163260,3392152,0.023,0.5803,20.7776,0.4296,790400000,N/A,3039370880,38000000,0,146123600,34.9155,13.6036,3.4513,-115.8208,
600510.SH,窪警竣,2002-09-02,3.9863,4.0227,4.0227,3.9672,4.0074,87408,1825511,0.0211,0.5288,20.8849,0.23,794580000,N/A,3055444476,38000000,0,146123600,35.1002,13.6755,3.4695,-116.4333,
600510.SH,窪警竣,2002-09-03,4.0074,4.0074,4.1167,4.0074,4.0783,587199,12500020,0.0709,1.7695,21.2875,1.5453,808640000,N/A,3109510208,38000000,0,146123600,35.7212,13.9175,3.5309,-118.4935,
600510.SH,窪警竣,2002-09-04,4.0783,4.0822,4.1243,4.0419,4.0687,592550,12656854,-0.0096,-0.235,21.36,1.5593,806740000,N/A,3102204028,38000000,0,146123600,35.6373,13.8848,3.5226,-118.2151,
600510.SH,窪警竣,2002-09-05,4.0687,4.0438,4.0649,3.9538,3.9576,1083086,22592969,-0.1112,-2.732,20.8598,2.8502,784700000,N/A,3017452340,38000000,0,146123600,34.6637,13.5055,3.4264,-114.9855,
600510.SH,窪警竣,2002-09-06,3.9576,3.9442,3.9863,3.9403,3.9518,526063,10854873,-0.0057,-0.1453,20.6342,1.3844,783560000,N/A,3013068632,38000000,0,146123600,34.6134,13.4859,3.4214,-114.8185,
600510.SH,窪警竣,2002-09-09,3.9518,3.9269,3.971,3.925,3.971,447106,9198633,0.0192,0.485,20.5737,1.1766,787360000,N/A,3027680992,38000000,0,146123600,34.7812,13.5513,3.438,-115.3753,
600510.SH,窪警竣,2002-09-10,3.971,3.948,3.9787,3.948,3.9691,143616,2970048,-0.0019,-0.0483,20.6805,0.3779,786980000,N/A,3026219756,38000000,0,146123600,34.7644,13.5447,3.4363,-115.3196,
600510.SH,窪警竣,2002-09-11,3.9691,3.9595,3.9863,3.948,3.9844,338380,6995212,0.0153,0.3863,20.6727,0.8905,790020000,N/A,3037909644,38000000,0,146123600,34.8987,13.5971,3.4496,-115.7651,
600510.SH,窪警竣,2002-09-12,3.9844,3.9844,4.0208,3.9672,3.9978,139170,2904962,0.0134,0.3367,20.8735,0.3662,792680000,N/A,3048138296,38000000,0,146123600,35.0162,13.6428,3.4612,-116.1549,
600510.SH,窪警竣,2002-09-13,3.9978,3.9902,4.0208,3.9825,4.0074,183172,3825223,0.0096,0.2397,20.8832,0.482,794580000,N/A,3055444476,38000000,0,146123600,35.1002,13.6755,3.4695,-116.4333,
600510.SH,窪警竣,2002-09-16,4.0074,4.0017,4.0017,3.9346,3.9423,546100,11259488,-0.0652,-1.626,20.618,1.4371,781660000,N/A,3005762452,38000000,0,146123600,34.5294,13.4532,3.4131,-114.54,
600510.SH,窪警竣,2002-09-17,3.9423,3.9288,3.9672,3.9288,3.948,205515,4230262,0.0057,0.1458,20.5837,0.5408,782800000,N/A,3010146160,38000000,0,146123600,34.5798,13.4728,3.4181,-114.7071,
600510.SH,窪警竣,2002-09-18,3.948,3.9288,3.9653,3.9212,3.948,161121,3315317,0,0,20.5766,0.424,782800000,N/A,3010146160,38000000,0,146123600,34.5798,13.4728,3.4181,-114.7071,
600510.SH,窪警竣,2002-09-19,3.948,3.9288,3.9768,3.8809,3.9442,410842,8451960,-0.0038,-0.0971,20.5723,1.0812,782040000,N/A,3007223688,38000000,0,146123600,34.5462,13.4597,3.4148,-114.5957,
600510.SH,窪警竣,2002-09-20,3.9442,3.9288,3.9576,3.8905,3.9001,458650,9389516,-0.0441,-1.1176,20.4721,1.207,773300000,N/A,2973615260,38000000,0,146123600,34.1601,13.3093,3.3766,-113.315,
600510.SH,窪警竣,2002-09-23,3.9001,3.8522,3.9288,3.8522,3.8886,111750,2273330,-0.0115,-0.2948,20.343,0.2941,771020000,N/A,2964847844,38000000,0,146123600,34.0594,13.27,3.3667,-112.9809,
600510.SH,窪警竣,2002-09-24,3.8886,3.8809,3.8886,3.8541,3.8713,223591,4517318,-0.0172,-0.4436,20.2035,0.5884,767600000,N/A,2951696720,38000000,0,146123600,33.9083,13.2112,3.3517,-112.4798,
600510.SH,窪警竣,2002-09-25,3.8713,3.8618,3.902,3.8618,3.8867,119053,2411095,0.0153,0.396,20.2523,0.3133,770640000,N/A,2963386608,38000000,0,146123600,34.0426,13.2635,3.365,-112.9252,
600510.SH,窪警竣,2002-09-26,3.8867,3.8867,3.8924,3.8541,3.8579,266394,5369745,-0.0287,-0.7396,20.1572,0.701,764940000,N/A,2941468068,38000000,0,146123600,33.7908,13.1654,3.3401,-112.09,
600510.SH,窪警竣,2002-09-27,3.8579,3.8675,3.8809,3.7717,3.8043,389386,7735736,-0.0537,-1.391,19.8665,1.0247,754300000,N/A,2900553460,38000000,0,146123600,33.3208,12.9823,3.2936,-110.5309,
600510.SH,窪警竣,2002-10-08,3.8043,3.7947,3.8292,3.7104,3.7257,429549,8421988,-0.0786,-2.0655,19.6066,1.1304,738720000,N/A,2840642784,38000000,0,146123600,32.6326,12.7141,3.2256,-108.2479,
600510.SH,窪警竣,2002-10-09,3.7257,3.7257,3.7736,3.718,3.7276,320906,6250321,0.0019,0.0514,19.4771,0.8445,739100000,N/A,2842104020,38000000,0,146123600,32.6494,12.7207,3.2273,-108.3036,
600510.SH,窪警竣,2002-10-10,3.7276,3.718,3.7468,3.718,3.718,159131,3092875,-0.0096,-0.2571,19.436,0.4188,737200000,N/A,2834797840,38000000,0,146123600,32.5654,12.688,3.219,-108.0251,
600510.SH,窪警竣,2002-10-11,3.718,3.718,3.7276,3.58,3.6145,267616,5092545,-0.1035,-2.7835,19.0293,0.7043,716680000,N/A,2755891096,38000000,0,146123600,31.659,12.3348,3.1294,-105.0182,
600510.SH,窪警竣,2002-10-14,3.6145,3.5839,3.6433,3.5839,3.6394,163143,3079916,0.0249,0.6893,18.8786,0.4293,721620000,N/A,2774887164,38000000,0,146123600,31.8772,12.4198,3.151,-105.7421,
600510.SH,窪警竣,2002-10-15,3.6394,3.5877,3.649,3.58,3.5992,141500,2660263,-0.0402,-1.1058,18.8004,0.3724,713640000,N/A,2744201208,38000000,0,146123600,31.5247,12.2825,3.1161,-104.5728,
600510.SH,窪警竣,2002-10-16,3.5992,3.5877,3.6701,3.5877,3.6222,101450,1925892,0.023,0.639,18.9837,0.267,718200000,N/A,2761736040,38000000,0,146123600,31.7261,12.361,3.136,-105.241,
600510.SH,窪警竣,2002-10-17,3.6222,3.6375,3.6375,3.5992,3.6126,141649,2667181,-0.0096,-0.2646,18.8295,0.3728,716300000,N/A,2754429860,38000000,0,146123600,31.6422,12.3283,3.1277,-104.9626,
600510.SH,窪警竣,2002-10-18,3.6126,3.603,3.6299,3.5839,3.6011,129000,2423492,-0.0115,-0.3183,18.7868,0.3395,714020000,N/A,2745662444,38000000,0,146123600,31.5415,12.289,3.1178,-104.6285,
600510.SH,窪警竣,2002-10-21,3.6011,3.5954,3.6529,3.5666,3.6509,172056,3231887,0.0498,1.3837,18.7839,0.4528,723900000,N/A,2783654580,38000000,0,146123600,31.9779,12.4591,3.1609,-106.0762,
600510.SH,窪警竣,2002-10-22,3.6509,3.6509,3.7334,3.6318,3.7199,221165,4255868,0.069,1.8898,19.243,0.582,737580000,N/A,2836259076,38000000,0,146123600,32.5822,12.6945,3.2206,-108.0808,
600510.SH,窪警竣,2002-10-23,3.7199,3.6816,3.7334,3.6797,3.7314,80382,1556523,0.0115,0.3091,19.3641,0.2115,739860000,N/A,2845026492,38000000,0,146123600,32.6829,12.7337,3.2306,-108.4149,
600510.SH,窪警竣,2002-10-24,3.7314,3.8292,3.8522,3.7755,3.7851,766038,15206940,0.0537,1.4381,19.8514,2.0159,750500000,N/A,2885941100,38000000,0,146123600,33.1529,12.9169,3.2771,-109.974,
600510.SH,窪警竣,2002-10-25,3.7851,3.787,3.8234,3.7679,3.7736,320889,6355885,-0.0115,-0.3038,19.8071,0.8444,748220000,N/A,2877173684,38000000,0,146123600,33.0522,12.8776,3.2671,-109.6399,
600510.SH,窪警竣,2002-10-28,3.7736,3.7372,3.7794,3.7334,3.741,183961,3599780,-0.0326,-0.8634,19.5682,0.4841,741760000,N/A,2852332672,38000000,0,146123600,32.7669,12.7665,3.2389,-108.6933,
600510.SH,窪警竣,2002-10-29,3.741,3.7372,3.7889,3.6893,3.7813,145934,2843036,0.0402,1.0758,19.4817,0.384,749740000,N/A,2883018628,38000000,0,146123600,33.1194,12.9038,3.2737,-109.8627,
600510.SH,窪警竣,2002-10-30,3.7813,3.7755,3.8311,3.7564,3.8138,157118,3115409,0.0326,0.8616,19.8285,0.4135,756200000,N/A,2907859640,38000000,0,146123600,33.4047,13.015,3.3019,-110.8093,
600510.SH,窪警竣,2002-10-31,3.8138,3.8158,3.8253,3.7851,3.787,163900,3255318,-0.0268,-0.7035,19.8616,0.4313,750880000,N/A,2887402336,38000000,0,146123600,33.1697,12.9234,3.2787,-110.0297,
600510.SH,窪警竣,2002-11-01,3.787,3.7909,3.8119,3.7659,3.8023,84760,1672876,0.0153,0.4049,19.7366,0.2231,753920000,N/A,2899092224,38000000,0,146123600,33.304,12.9757,3.292,-110.4752,
600510.SH,窪警竣,2002-11-04,3.8023,3.8138,3.833,3.7851,3.8273,207454,4123486,0.0249,0.6552,19.8766,0.5459,758860000,N/A,2918088292,38000000,0,146123600,33.5222,13.0608,3.3136,-111.1991,
600510.SH,窪警竣,2002-11-05,3.8273,3.8273,3.948,3.8234,3.8848,703502,14292914,0.0575,1.5023,20.3168,1.8513,770260000,N/A,2961925372,38000000,0,146123600,34.0258,13.257,3.3633,-112.8696,
600510.SH,窪警竣,2002-11-06,3.8848,3.8848,3.8905,3.833,3.8407,247772,4986203,-0.0441,-1.1347,20.1242,0.652,761520000,N/A,2928316944,38000000,0,146123600,33.6397,13.1065,3.3252,-111.5888,
600510.SH,窪警竣,2002-11-07,3.8407,3.8349,3.8637,3.81,3.8273,296860,5943043,-0.0134,-0.3493,20.0197,0.7812,758860000,N/A,2918088292,38000000,0,146123600,33.5222,13.0608,3.3136,-111.1991,
600510.SH,窪警竣,2002-11-08,3.8273,3.8656,3.8675,3.718,3.7314,358900,7062428,-0.0958,-2.5038,19.678,0.9445,739860000,N/A,2845026492,38000000,0,146123600,32.6829,12.7337,3.2306,-108.4149,
600510.SH,窪警竣,2002-11-11,3.7314,3.7219,3.764,3.6797,3.6893,150500,2925010,-0.0422,-1.1299,19.4353,0.3961,731500000,N/A,2812879300,38000000,0,146123600,32.3136,12.5899,3.1941,-107.1899,
600510.SH,窪警竣,2002-11-12,3.6893,3.6835,3.7468,3.6452,3.6605,489440,9368628,-0.0287,-0.7792,19.1415,1.288,725800000,N/A,2790960760,38000000,0,146123600,32.0618,12.4918,3.1692,-106.3546,
600510.SH,窪警竣,2002-11-13,3.6605,3.6644,3.7065,3.6414,3.695,215172,4124658,0.0345,0.9424,19.1691,0.5662,732640000,N/A,2817263008,38000000,0,146123600,32.364,12.6095,3.1991,-107.3569,
600510.SH,窪警竣,2002-11-14,3.695,3.6912,3.7564,3.6701,3.7008,294079,5703347,0.0057,0.1556,19.3939,0.7739,733780000,N/A,2821646716,38000000,0,146123600,32.4143,12.6291,3.204,-107.524,
600510.SH,窪警竣,2002-11-15,3.7008,3.718,3.7506,3.6701,3.695,180823,3502751,-0.0057,-0.1554,19.3712,0.4758,732640000,N/A,2817263008,38000000,0,146123600,32.364,12.6095,3.1991,-107.3569,
600510.SH,窪警竣,2002-11-18,3.695,3.6989,3.7084,3.6586,3.6854,215203,4133787,-0.0096,-0.2593,19.2088,0.5663,730740000,N/A,2809956828,38000000,0,146123600,32.2801,12.5768,3.1908,-107.0785,
600510.SH,窪警竣,2002-11-19,3.6854,3.6797,3.7123,3.6644,3.7027,144996,2791002,0.0172,0.468,19.2488,0.3816,734160000,N/A,2823107952,38000000,0,146123600,32.4311,12.6356,3.2057,-107.5797,
600510.SH,窪警竣,2002-11-20,3.7027,3.6989,3.7027,3.6433,3.6816,244657,4690152,-0.0211,-0.5694,19.1703,0.6438,729980000,N/A,2807034356,38000000,0,146123600,32.2465,12.5637,3.1875,-106.9672,
600510.SH,窪警竣,2002-11-21,3.6816,3.6797,3.6797,3.6414,3.6414,318300,6070273,-0.0402,-1.0932,19.0709,0.8376,722000000,N/A,2776348400,38000000,0,146123600,31.894,12.4264,3.1526,-105.7978,
600510.SH,窪警竣,2002-11-22,3.6414,3.6375,3.6893,3.6011,3.6337,198603,3762179,-0.0077,-0.2105,18.9432,0.5226,720480000,N/A,2770503456,38000000,0,146123600,31.8268,12.4002,3.146,-105.5751,
600510.SH,窪警竣,2002-11-25,3.6337,3.6337,3.6337,3.6337,3.6337,N/A,N/A,0,0,N/A,N/A,720480000,N/A,2770503456,38000000,0,146123600,31.8268,12.4002,3.146,-105.5751,
600510.SH,窪警竣,2002-11-26,3.6337,3.672,3.672,3.5954,3.5973,387200,7316503,-0.0364,-1.0021,18.8959,1.0189,713260000,N/A,2742739972,38000000,0,146123600,31.5079,12.2759,3.1144,-104.5171,
600510.SH,窪警竣,2002-11-27,3.5973,3.5915,3.6126,3.5743,3.6107,212690,3984410,0.0134,0.3729,18.7334,0.5597,715920000,N/A,2752968624,38000000,0,146123600,31.6254,12.3217,3.1261,-104.9069,
600510.SH,窪警竣,2002-11-28,3.6107,3.5935,3.7065,3.5935,3.6989,199982,3810892,0.0882,2.4416,19.0562,0.5263,733400000,N/A,2820185480,38000000,0,146123600,32.3976,12.6226,3.2024,-107.4683,
600510.SH,窪警竣,2002-11-29,3.6989,3.7084,3.764,3.6624,3.718,336442,6538695,0.0192,0.5181,19.4348,0.8854,737200000,N/A,2834797840,38000000,0,146123600,32.5654,12.688,3.219,-108.0251,
600510.SH,窪警竣,2002-12-02,3.718,3.6989,3.7372,3.6222,3.6241,140900,2701203,-0.0939,-2.5258,19.1711,0.3708,718580000,N/A,2763197276,38000000,0,146123600,31.7429,12.3675,3.1377,-105.2967,
600510.SH,窪警竣,2002-12-03,3.6241,3.5992,3.7276,3.5877,3.6663,69421,1324949,0.0422,1.1634,19.0857,0.1827,726940000,N/A,2795344468,38000000,0,146123600,32.1122,12.5114,3.1742,-106.5217,
600510.SH,窪警竣,2002-12-04,3.6663,3.672,3.7276,3.6414,3.6605,168449,3244694,-0.0057,-0.1568,19.2622,0.4433,725800000,N/A,2790960760,38000000,0,146123600,32.0618,12.4918,3.1692,-106.3546,
