іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2014-08-07,2.4947,2.4815,2.5013,2.4156,2.4255,14311206,106653638,-0.0692,-2.7741,7.4525,0.727,14487578928,N/A,37360615064,1968421050,0,5076170525,31.8178,3.0678,6.7481,109.5791,
603993.SH,¬е—фов“µ,2014-08-08,2.4255,2.4255,2.4651,2.4057,2.4354,9897132,73259964,0.0099,0.4076,7.4021,0.5028,14546631559.5,N/A,37512900179.75,1968421050,0,5076170525,31.9475,3.0803,6.7756,110.0258,
603993.SH,¬е—фов“µ,2014-08-11,2.4354,2.4354,2.4585,2.4057,2.4552,11014647,81586250,0.0198,0.8119,7.4071,0.5596,14664736822.5,N/A,37817470411.25,1968421050,0,5076170525,32.2069,3.1053,6.8306,110.9191,
603993.SH,¬е—фов“µ,2014-08-12,2.4552,2.4881,2.531,2.4782,2.4848,20615091,156595614,0.0297,1.2081,7.5962,1.0473,14841894717,N/A,38274325758.5,1968421050,0,5076170525,32.596,3.1428,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-08-13,2.4848,2.4914,2.5804,2.4749,2.554,23473326,180937923,0.0692,2.7851,7.7082,1.1925,15255263137.5,N/A,39340321568.75,1968421050,0,5076170525,33.5038,3.2304,7.1057,115.3857,
603993.SH,¬е—фов“µ,2014-08-14,2.554,2.5507,2.5507,2.4749,2.4782,13829519,105140896,-0.0758,-2.9677,7.6026,0.7026,14802526296,N/A,38172802348,1968421050,0,5076170525,32.5095,3.1345,6.8948,111.9613,
603993.SH,¬е—фов“µ,2014-08-15,2.4782,2.4815,2.5046,2.4486,2.4848,8182049,61667873,0.0066,0.266,7.537,0.4157,14841894717,N/A,38274325758.5,1968421050,0,5076170525,32.596,3.1428,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-08-18,2.4848,2.4881,2.5441,2.4618,2.5211,13742299,104428113,0.0363,1.4589,7.599,0.6981,15058421032.5,N/A,38832704516.25,1968421050,0,5076170525,33.0715,3.1887,7.014,113.8968,
603993.SH,¬е—фов“µ,2014-08-19,2.5211,2.5211,2.5211,2.4684,2.498,11801574,89096903,-0.0231,-0.915,7.5496,0.5995,14920631559,N/A,38477372579.5,1968421050,0,5076170525,32.7689,3.1595,6.9498,112.8546,
603993.SH,¬е—фов“µ,2014-08-20,2.498,2.4881,2.5145,2.4651,2.4782,9342400,70576657,-0.0198,-0.7916,7.5544,0.4746,14802526296,N/A,38172802348,1968421050,0,5076170525,32.5095,3.1345,6.8948,111.9613,
603993.SH,¬е—фов“µ,2014-08-21,2.4782,2.4782,2.5046,2.4321,2.4651,10204288,76493534,-0.0132,-0.5319,7.4962,0.5184,14723789454,N/A,37969755527,1968421050,0,5076170525,32.3366,3.1178,6.8581,111.3658,
603993.SH,¬е—фов“µ,2014-08-22,2.4651,2.4651,2.4815,2.4453,2.4684,8202695,61301972,0.0033,0.1337,7.4734,0.4167,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,32.3798,3.122,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-08-25,2.4684,2.4716,2.4782,2.4123,2.4222,8440380,62298756,-0.0461,-1.8692,7.381,0.4288,14467894717.5,N/A,37309853358.75,1968421050,0,5076170525,31.7746,3.0636,6.7389,109.4303,
603993.SH,¬е—фов“µ,2014-08-26,2.4222,2.4321,2.442,2.3497,2.3563,8237465,60015095,-0.0659,-2.7211,7.2856,0.4185,14074210507.5,N/A,36294619253.75,1968421050,0,5076170525,30.91,2.9803,6.5556,106.4526,
603993.SH,¬е—фов“µ,2014-08-27,2.3563,2.3563,2.4123,2.3563,2.386,7092914,51314711,0.0297,1.2587,7.2346,0.3603,14251368402,N/A,36751474601,1968421050,0,5076170525,31.2991,3.0178,6.6381,107.7925,
603993.SH,¬е—фов“µ,2014-08-28,2.386,2.386,2.3958,2.3464,2.3728,4503796,32449156,-0.0132,-0.5525,7.2048,0.2288,14172631560,N/A,36548427780,1968421050,0,5076170525,31.1261,3.0011,6.6014,107.197,
603993.SH,¬е—фов“µ,2014-08-29,2.3728,2.3695,2.4486,2.3596,2.4222,6236390,45701176,0.0494,2.0833,7.3281,0.3168,14467894717.5,N/A,37309853358.75,1968421050,0,5076170525,31.7746,3.0636,6.7389,109.4303,
603993.SH,¬е—фов“µ,2014-09-01,2.4222,2.4156,2.4387,2.4057,2.4354,5856437,43123981,0.0132,0.5442,7.3635,0.2975,14546631559.5,N/A,37512900179.75,1968421050,0,5076170525,31.9475,3.0803,6.7756,110.0258,
603993.SH,¬е—фов“µ,2014-09-02,2.4354,2.442,2.4651,2.4222,2.4618,8766452,65080925,0.0264,1.0825,7.4239,0.4454,14704105243.5,N/A,37918993821.75,1968421050,0,5076170525,32.2934,3.1137,6.8489,111.2169,
603993.SH,¬е—фов“µ,2014-09-03,2.4618,2.4684,2.4947,2.4585,2.4716,9054039,68103093,0.0099,0.4016,7.5218,0.46,14763157875,N/A,38071278937.5,1968421050,0,5076170525,32.4231,3.1262,6.8765,111.6635,
603993.SH,¬е—фов“µ,2014-09-04,2.4716,2.4716,2.498,2.4651,2.4848,7977634,60090127,0.0132,0.5333,7.5323,0.4053,14841894717,N/A,38274325758.5,1968421050,0,5076170525,32.596,3.1428,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-09-05,2.4848,2.4881,2.5079,2.4716,2.5013,10630861,80416179,0.0165,0.6631,7.5644,0.5401,14940315769.5,N/A,38528134284.75,1968421050,0,5076170525,32.8121,3.1637,6.959,113.0035,
603993.SH,¬е—фов“µ,2014-09-09,2.5013,2.498,2.498,2.4486,2.4585,8372578,62652793,-0.0428,-1.7128,7.4831,0.4253,14684421033,N/A,37868232116.5,1968421050,0,5076170525,32.2501,3.1095,6.8398,111.068,
603993.SH,¬е—фов“µ,2014-09-10,2.4585,2.4453,2.4815,2.4123,2.4684,8761983,65302996,0.0099,0.4021,7.453,0.4451,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,32.3798,3.122,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-09-11,2.4684,2.4684,2.4848,2.4387,2.442,7712572,57631216,-0.0264,-1.0681,7.4724,0.3918,14585999980.5,N/A,37614423590.25,1968421050,0,5076170525,32.034,3.0886,6.7939,110.3236,
603993.SH,¬е—фов“µ,2014-09-12,2.442,2.442,2.4552,2.4024,2.4519,7981676,58697069,0.0099,0.4049,7.354,0.4055,14645052612,N/A,37766708706,1968421050,0,5076170525,32.1637,3.1012,6.8214,110.7702,
603993.SH,¬е—фов“µ,2014-09-15,2.4519,2.4288,2.4716,2.4123,2.4684,10301057,76308746,0.0165,0.672,7.4079,0.5233,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,32.3798,3.122,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-09-16,2.4684,2.4716,2.4782,2.3794,2.3827,10663901,78977746,-0.0857,-3.4713,7.4061,0.5417,14231684191.5,N/A,36700712895.75,1968421050,0,5076170525,31.2558,3.0136,6.6289,107.6436,
603993.SH,¬е—фов“µ,2014-09-17,2.3827,2.3827,2.4255,2.3629,2.3958,7802695,56749477,0.0132,0.5533,7.2731,0.3964,14310421033.5,N/A,36903759716.75,1968421050,0,5076170525,31.4288,3.0303,6.6656,108.2392,
603993.SH,¬е—фов“µ,2014-09-18,2.3958,2.3893,2.409,2.3761,2.3991,5436255,39440472,0.0033,0.1376,7.2551,0.2762,14330105244,N/A,36954521422,1968421050,0,5076170525,31.472,3.0345,6.6747,108.3881,
603993.SH,¬е—фов“µ,2014-09-19,2.3991,2.3991,2.4123,2.3827,2.4057,4791954,34855125,0.0066,0.2747,7.2737,0.2434,14369473665,N/A,37056044832.5,1968421050,0,5076170525,31.5584,3.0428,6.6931,108.6858,
603993.SH,¬е—фов“µ,2014-09-22,2.4057,2.3991,2.3991,2.3233,2.3332,8274516,58995777,-0.0725,-3.0137,7.1298,0.4204,13936421034,N/A,35939287317,1968421050,0,5076170525,30.6074,2.9511,6.4914,105.4104,
603993.SH,¬е—фов“µ,2014-09-23,2.3332,2.3332,2.3431,2.3102,2.3365,6256579,44160646,0.0033,0.1412,7.0583,0.3178,13956105244.5,N/A,35990049022.25,1968421050,0,5076170525,30.6506,2.9553,6.5005,105.5593,
603993.SH,¬е—фов“µ,2014-09-24,2.3365,2.3365,2.3695,2.3168,2.3662,7466633,53234771,0.0297,1.2694,7.1297,0.3793,14133263139,N/A,36446904369.5,1968421050,0,5076170525,31.0397,2.9928,6.5831,106.8992,
603993.SH,¬е—фов“µ,2014-09-25,2.3662,2.3728,2.386,2.3464,2.3596,7082538,50933576,-0.0066,-0.2786,7.1914,0.3598,14093894718,N/A,36345380959,1968421050,0,5076170525,30.9532,2.9844,6.5647,106.6015,
603993.SH,¬е—фов“µ,2014-09-26,2.3596,2.4387,2.4881,2.4321,2.4618,23480328,175397947,0.1022,4.3296,7.47,1.1929,14704105243.5,N/A,37918993821.75,1968421050,0,5076170525,32.2934,3.1137,6.8489,111.2169,
603993.SH,¬е—фов“µ,2014-09-29,2.4618,2.4684,2.4848,2.4354,2.4585,12300293,91708261,-0.0033,-0.1339,7.4558,0.6249,14684421033,N/A,37868232116.5,1968421050,0,5076170525,32.2501,3.1095,6.8398,111.068,
603993.SH,¬е—фов“µ,2014-09-30,2.4585,2.4486,2.4881,2.4486,2.4651,10879128,81507495,0.0066,0.2681,7.4921,0.5527,14723789454,N/A,37969755527,1968421050,0,5076170525,32.3366,3.1178,6.8581,111.3658,
603993.SH,¬е—фов“µ,2014-10-08,2.4651,2.4486,2.4552,2.4123,2.4387,11348609,83772409,-0.0264,-1.0695,7.3817,0.5765,14566315770,N/A,37563661885,1968421050,0,5076170525,31.9908,3.0845,6.7848,110.1747,
603993.SH,¬е—фов“µ,2014-10-09,2.4387,2.4453,2.4848,2.4255,2.4848,16517922,123557365,0.0461,1.8919,7.4802,0.8391,14841894717,N/A,38274325758.5,1968421050,0,5076170525,32.596,3.1428,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-10-10,2.4848,2.4749,2.5079,2.4321,2.4453,13673215,102180102,-0.0395,-1.5915,7.473,0.6946,14605684191,N/A,37665185295.5,1968421050,0,5076170525,32.0772,3.0928,6.8031,110.4725,
603993.SH,¬е—фов“µ,2014-10-13,2.4453,2.4387,2.4519,2.4123,2.4453,7033441,51818775,0,0,7.3675,0.3573,14605684191,N/A,37665185295.5,1968421050,0,5076170525,32.0772,3.0928,6.8031,110.4725,
603993.SH,¬е—фов“µ,2014-10-14,2.4453,2.4453,2.4486,2.3926,2.4024,8238598,60588200,-0.0428,-1.752,7.3542,0.4185,14349789454.5,N/A,37005283127.25,1968421050,0,5076170525,31.5152,3.0386,6.6839,108.537,
603993.SH,¬е—фов“µ,2014-10-15,2.4024,2.4024,2.4156,2.3695,2.3958,7534301,54604489,-0.0066,-0.2743,7.2475,0.3828,14310421033.5,N/A,36903759716.75,1968421050,0,5076170525,31.4288,3.0303,6.6656,108.2392,
603993.SH,¬е—фов“µ,2014-10-16,2.3958,2.3794,2.409,2.3629,2.3662,6356205,45997764,-0.0297,-1.238,7.2367,0.3229,14133263139,N/A,36446904369.5,1968421050,0,5076170525,31.0397,2.9928,6.5831,106.8992,
603993.SH,¬е—фов“µ,2014-10-17,2.3662,2.3662,2.3794,2.2805,2.297,9582131,67220283,-0.0692,-2.9248,7.0152,0.4868,13719894718.5,N/A,35380908559.25,1968421050,0,5076170525,30.1318,2.9052,6.3905,103.7726,
603993.SH,¬е—фов“µ,2014-10-20,2.297,2.297,2.3464,2.297,2.3398,6713729,47295967,0.0428,1.8651,7.0447,0.3411,13975789455,N/A,36040810727.5,1968421050,0,5076170525,30.6938,2.9594,6.5097,105.7081,
603993.SH,¬е—фов“µ,2014-10-21,2.3398,2.3332,2.3365,2.3036,2.3036,4606652,32384166,-0.0363,-1.5493,7.0299,0.234,13759263139.5,N/A,35482431969.75,1968421050,0,5076170525,30.2183,2.9136,6.4089,104.0704,
603993.SH,¬е—фов“µ,2014-10-22,2.3036,2.3003,2.3233,2.3003,2.3036,4454297,31260872,0,0,7.0181,0.2263,13759263139.5,N/A,35482431969.75,1968421050,0,5076170525,30.2183,2.9136,6.4089,104.0704,
603993.SH,¬е—фов“µ,2014-10-23,2.3036,2.3135,2.3135,2.2706,2.2772,5367446,37288567,-0.0264,-1.1445,6.9472,0.2727,13601789455.5,N/A,35076338327.75,1968421050,0,5076170525,29.8724,2.8802,6.3355,102.8793,
603993.SH,¬е—фов“µ,2014-10-24,2.2772,2.2871,2.2937,2.2377,2.2475,4822806,33057707,-0.0297,-1.3025,6.8545,0.245,13424631561,N/A,34619482980.5,1968421050,0,5076170525,29.4834,2.8427,6.253,101.5394,
603993.SH,¬е—фов“µ,2014-10-27,2.2475,2.2475,2.2541,2.2146,2.2508,3494937,23653601,0.0033,0.1466,6.768,0.1776,13444315771.5,N/A,34670244685.75,1968421050,0,5076170525,29.5266,2.8469,6.2622,101.6883,
603993.SH,¬е—фов“µ,2014-10-28,2.2508,2.2607,2.3003,2.2508,2.297,5168286,35826595,0.0461,2.0498,6.932,0.2626,13719894718.5,N/A,35380908559.25,1968421050,0,5076170525,30.1318,2.9052,6.3905,103.7726,
603993.SH,¬е—фов“µ,2014-10-29,2.297,2.3168,2.3365,2.2871,2.3266,6974294,48961640,0.0297,1.2912,7.0203,0.3543,13897052613,N/A,35837763906.5,1968421050,0,5076170525,30.5209,2.9428,6.473,105.1126,
603993.SH,¬е—фов“µ,2014-10-30,2.3266,2.3233,2.3563,2.3135,2.3365,8014825,56761053,0.0099,0.4249,7.082,0.4072,13956105244.5,N/A,35990049022.25,1968421050,0,5076170525,30.6506,2.9553,6.5005,105.5593,
603993.SH,¬е—фов“µ,2014-10-31,2.3365,2.3299,2.3926,2.3168,2.3827,12163351,87155151,0.0461,1.9746,7.1654,0.6179,14231684191.5,N/A,36700712895.75,1968421050,0,5076170525,31.2558,3.0136,6.6289,107.6436,
603993.SH,¬е—фов“µ,2014-11-03,2.3827,2.386,2.3893,2.3596,2.3728,10506257,75584676,-0.0099,-0.4149,7.1943,0.5337,14172631560,N/A,36548427780,1968421050,0,5076170525,31.1261,3.0011,6.6014,107.197,
603993.SH,¬е—фов“µ,2014-11-04,2.3728,2.3695,2.4189,2.3431,2.4057,16406104,118971339,0.033,1.3889,7.2517,0.8335,14369473665,N/A,37056044832.5,1968421050,0,5076170525,31.5584,3.0428,6.6931,108.6858,
603993.SH,¬е—фов“µ,2014-11-05,2.4057,2.4156,2.4486,2.3695,2.3728,13970862,102093387,-0.033,-1.3699,7.3076,0.7097,14172631560,N/A,36548427780,1968421050,0,5076170525,31.1261,3.0011,6.6014,107.197,
603993.SH,¬е—фов“µ,2014-11-06,2.3728,2.3563,2.409,2.3464,2.3926,8806440,63326234,0.0198,0.8333,7.1909,0.4474,14290736823,N/A,36852998011.5,1968421050,0,5076170525,31.3855,3.0261,6.6564,108.0903,
603993.SH,¬е—фов“µ,2014-11-07,2.3926,2.3827,2.4222,2.3464,2.3827,10009940,72523264,-0.0099,-0.4132,7.2451,0.5085,14231684191.5,N/A,36700712895.75,1968421050,0,5076170525,31.2558,3.0136,6.6289,107.6436,
603993.SH,¬е—фов“µ,2014-11-10,2.3827,2.3893,2.4156,2.353,2.4057,13483447,97543825,0.0231,0.9682,7.2343,0.685,14369473665,N/A,37056044832.5,1968421050,0,5076170525,31.5584,3.0428,6.6931,108.6858,
603993.SH,¬е—фов“µ,2014-11-11,2.4057,2.4057,2.4848,2.3728,2.4684,31195122,230150220,0.0626,2.6027,7.3778,1.5848,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,32.3798,3.122,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-11-12,2.4684,2.4387,2.498,2.4255,2.4782,21883725,164054213,0.0099,0.4005,7.4966,1.1117,14802526296,N/A,38172802348,1968421050,0,5076170525,32.5095,3.1345,6.8948,111.9613,
603993.SH,¬е—фов“µ,2014-11-13,2.4782,2.4782,2.5903,2.4024,2.5441,33869128,257170300,0.0659,2.6596,7.5931,1.7206,15196210506,N/A,39188036453,1968421050,0,5076170525,33.3741,3.2179,7.0782,114.939,
603993.SH,¬е—фов“µ,2014-11-14,2.5441,2.5145,2.5376,2.4782,2.4914,16875267,128176294,-0.0527,-2.0725,7.5955,0.8573,14881263138,N/A,38375849169,1968421050,0,5076170525,32.6824,3.1512,6.9315,112.5568,
603993.SH,¬е—фов“µ,2014-11-17,2.4914,2.4914,2.5178,2.4387,2.4881,14505833,109010617,-0.0033,-0.1323,7.515,0.7369,14861578927.5,N/A,38325087463.75,1968421050,0,5076170525,32.6392,3.147,6.9223,112.408,
603993.SH,¬е—фов“µ,2014-11-18,2.4881,2.4815,2.5474,2.4552,2.5277,18432136,140381606,0.0395,1.5894,7.6161,0.9364,15097789453.5,N/A,38934227926.75,1968421050,0,5076170525,33.158,3.197,7.0323,114.1946,
603993.SH,¬е—фов“µ,2014-11-19,2.5277,2.5244,2.5244,2.4585,2.4815,11621030,87494306,-0.0461,-1.8253,7.529,0.5904,14822210506.5,N/A,38223564053.25,1968421050,0,5076170525,32.5528,3.1387,6.904,112.1102,
603993.SH,¬е—фов“µ,2014-11-20,2.4815,2.4815,2.4947,2.4354,2.4552,9930996,74058775,-0.0264,-1.0624,7.4573,0.5045,14664736822.5,N/A,37817470411.25,1968421050,0,5076170525,32.2069,3.1053,6.8306,110.9191,
603993.SH,¬е—фов“µ,2014-11-21,2.4552,2.4618,2.4651,2.4156,2.4519,12463460,92263154,-0.0033,-0.1342,7.4027,0.6332,14645052612,N/A,37766708706,1968421050,0,5076170525,32.1637,3.1012,6.8214,110.7702,
603993.SH,¬е—фов“µ,2014-11-24,2.4519,2.4749,2.5573,2.4618,2.5178,22895162,174343784,0.0659,2.6882,7.6149,1.1631,15038736822,N/A,38781942811,1968421050,0,5076170525,33.0283,3.1845,7.0048,113.7479,
603993.SH,¬е—фов“µ,2014-11-25,2.5178,2.5046,2.7682,2.498,2.7682,41725876,332155701,0.2505,9.9476,7.9604,2.1198,16534736820,N/A,42639832410,1968421050,0,5076170525,36.3138,3.5013,7.7016,125.0632,
603993.SH,¬е—фов“µ,2014-11-26,2.7682,2.7682,3.0286,2.7155,2.966,69512426,605030012,0.1977,7.1429,8.7039,3.5314,17715789450,N/A,45685534725,1968421050,0,5076170525,38.9077,3.7514,8.2517,133.9962,
603993.SH,¬е—фов“µ,2014-11-27,2.966,2.933,2.9429,2.8539,2.91,41548029,364891586,-0.056,-1.8889,8.7824,2.1107,17381157871.5,N/A,44822585735.75,1968421050,0,5076170525,38.1728,3.6805,8.0959,131.4652,
603993.SH,¬е—фов“µ,2014-11-28,2.91,2.9264,2.966,2.8473,2.9594,37010238,326136615,0.0494,1.6988,8.8121,1.8802,17676421029,N/A,45584011314.5,1968421050,0,5076170525,38.8212,3.7431,8.2334,133.6985,
603993.SH,¬е—фов“µ,2014-12-01,2.9594,2.966,3.1308,2.9297,3.0319,44669938,408758142,0.0725,2.4499,9.1506,2.2693,18109473660,N/A,46700768830,1968421050,0,5076170525,39.7723,3.8348,8.4351,136.9739,
603993.SH,¬е—фов“µ,2014-12-02,3.0319,2.966,3.0055,2.9067,2.9726,30947061,277335131,-0.0593,-1.9565,8.9616,1.5722,17755157871,N/A,45787058135.5,1968421050,0,5076170525,38.9941,3.7597,8.2701,134.294,
603993.SH,¬е—фов“µ,2014-12-03,2.9726,2.9429,3.2692,2.877,3.2033,58406939,555614320,0.2307,7.7605,9.5128,2.9672,19133052606,N/A,49340377503,1968421050,0,5076170525,42.0203,4.0515,8.9119,144.7159,
603993.SH,¬е—фов“µ,2014-12-04,3.2033,3.1637,3.2922,3.1406,3.256,43381803,422131015,0.0527,1.6461,9.7306,2.2039,19447999974,N/A,50152564787,1968421050,0,5076170525,42.712,4.1182,9.0586,147.0981,
603993.SH,¬е—фов“µ,2014-12-05,3.256,3.2494,3.2494,2.9726,3.055,34943896,330226130,-0.201,-6.1741,9.4502,1.7752,18247263133.5,N/A,47056100766.75,1968421050,0,5076170525,40.0749,3.8639,8.4993,138.0161,
603993.SH,¬е—фов“µ,2014-12-08,3.055,3.0088,3.1571,2.933,3.0615,26758121,248831341,0.0066,0.2157,9.2993,1.3594,18286631554.5,N/A,47157624177.25,1968421050,0,5076170525,40.1614,3.8723,8.5176,138.3139,
603993.SH,¬е—фов“µ,2014-12-09,3.0615,3.0648,3.2164,2.7551,2.8539,34447889,322182756,-0.2076,-6.7815,9.3528,1.75,17046526293,N/A,43959636746.5,1968421050,0,5076170525,37.4378,3.6097,7.94,128.9342,
603993.SH,¬е—фов“µ,2014-12-10,2.8539,2.8012,2.9792,2.8012,2.9363,20052111,176564459,0.0824,2.8868,8.8053,1.0187,17538631555.5,N/A,45228679377.75,1968421050,0,5076170525,38.5186,3.7139,8.1692,132.6563,
603993.SH,¬е—фов“µ,2014-12-11,2.9363,2.9264,3.0055,2.8902,2.9726,17511855,156866122,0.0363,1.2346,8.9577,0.8896,17755157871,N/A,45787058135.5,1968421050,0,5076170525,38.9941,3.7597,8.2701,134.294,
603993.SH,¬е—фов“µ,2014-12-12,2.9726,3.0088,3.1439,3.0022,3.0451,19397543,180395000,0.0725,2.439,9.2999,0.9854,18188210502,N/A,46903815651,1968421050,0,5076170525,39.9452,3.8514,8.4718,137.5695,
603993.SH,¬е—фов“µ,2014-12-15,3.0451,3.0253,3.0253,2.9198,3.0055,15453366,138895700,-0.0395,-1.2987,8.9881,0.7851,17951999976,N/A,46294675188,1968421050,0,5076170525,39.4264,3.8014,8.3618,135.7829,
603993.SH,¬е—фов“µ,2014-12-16,3.0055,3.0022,3.0681,2.933,3.0648,22092776,201317953,0.0593,1.9737,9.1124,1.1224,18306315765,N/A,47208385882.5,1968421050,0,5076170525,40.2046,3.8764,8.5268,138.4628,
603993.SH,¬е—фов“µ,2014-12-17,3.0648,3.0648,3.0747,2.9264,2.989,18991385,172330467,-0.0758,-2.4731,9.0741,0.9648,17853578923.5,N/A,46040866661.75,1968421050,0,5076170525,39.2103,3.7806,8.3159,135.0384,
603993.SH,¬е—фов“µ,2014-12-18,2.989,2.989,3.1242,2.9627,3.0517,28487684,264997783,0.0626,2.0948,9.3022,1.4472,18227578923,N/A,47005339061.5,1968421050,0,5076170525,40.0317,3.8598,8.4901,137.8672,
603993.SH,¬е—фов“µ,2014-12-19,3.0517,3.0253,3.1472,2.9693,3.0978,27076854,252664109,0.0461,1.5119,9.3314,1.3756,18503157870,N/A,47716002935,1968421050,0,5076170525,40.6369,3.9181,8.6185,139.9516,
603993.SH,¬е—фов“µ,2014-12-22,3.0978,3.0912,3.2626,3.0517,3.2593,45573497,438923797,0.1615,5.2128,9.6311,2.3152,19467684184.5,N/A,50203326492.25,1968421050,0,5076170525,42.7552,4.1224,9.0678,147.247,
603993.SH,¬е—фов“µ,2014-12-23,3.2593,3.1967,3.2527,2.933,2.933,29884151,279892573,-0.3263,-10.0101,9.3659,1.5182,17518947345,N/A,45177917672.5,1968421050,0,5076170525,38.4754,3.7097,8.1601,132.5074,
603993.SH,¬е—фов“µ,2014-12-24,2.933,2.9264,2.9264,2.7254,2.8144,24749806,212258695,-0.1186,-4.0449,8.5762,1.2573,16810315767,N/A,43350496283.5,1968421050,0,5076170525,36.9191,3.5597,7.83,127.1475,
603993.SH,¬е—фов“µ,2014-12-25,2.8144,2.8342,2.8869,2.8177,2.8803,13409682,115845847,0.0659,2.3419,8.639,0.6812,17203999977,N/A,44365730388.5,1968421050,0,5076170525,37.7837,3.643,8.0134,130.1252,
603993.SH,¬е—фов“µ,2014-12-26,2.8803,2.8902,2.9825,2.8704,2.9759,17742692,158212877,0.0956,3.3181,8.9171,0.9014,17774842081.5,N/A,45837819840.75,1968421050,0,5076170525,39.0374,3.7639,8.2793,134.4429,
603993.SH,¬е—фов“µ,2014-12-29,2.9759,2.9857,3.0187,2.8836,2.9231,17929127,161283681,-0.0527,-1.7719,8.9956,0.9108,17459894713.5,N/A,45025632556.75,1968421050,0,5076170525,38.3457,3.6972,8.1326,132.0607,
603993.SH,¬е—фов“µ,2014-12-30,2.9231,2.933,2.9989,2.8177,2.8869,15256287,135136804,-0.0363,-1.2401,8.8578,0.7751,17243368398,N/A,44467253799,1968421050,0,5076170525,37.8701,3.6514,8.0317,130.423,
603993.SH,¬е—фов“µ,2014-12-31,2.8869,2.8869,2.933,2.8045,2.8836,11020153,96034369,-0.0033,-0.1142,8.7144,0.5598,17223684187.5,N/A,44416492093.75,1968421050,0,5076170525,37.8269,3.6472,8.0225,130.2741,
603993.SH,¬е—фов“µ,2015-01-05,2.8836,2.8836,3.1736,2.8671,3.1736,30510838,285748229,0.29,10.0571,9.3655,1.55,18955894711.5,N/A,48883522155.75,1968421050,0,5076170525,26.7964,3.3405,7.3372,12.7934,
603993.SH,¬е—фов“µ,2015-01-06,3.1736,3.3219,3.4175,3.1967,3.2659,56495703,565723643,0.0923,2.9076,10.0136,2.8701,19507052605.5,N/A,50304849902.75,1968421050,0,5076170525,27.5756,3.4376,7.5506,13.1654,
603993.SH,¬е—фов“µ,2015-01-07,3.2659,3.2461,3.5229,3.1934,3.3779,41568562,426572524,0.112,3.4309,10.2619,2.1118,20176315762.5,N/A,52030747881.25,1968421050,0,5076170525,28.5216,3.5556,7.8096,13.6171,
603993.SH,¬е—фов“µ,2015-01-08,3.3779,3.3384,3.3878,3.2098,3.2856,24731532,247723418,-0.0923,-2.7317,10.0165,1.2564,19625157868.5,N/A,50609420134.25,1968421050,0,5076170525,27.7425,3.4584,7.5963,13.2451,
603993.SH,¬е—фов“µ,2015-01-09,3.2856,3.2461,3.4109,3.2296,3.2626,31578402,320942117,-0.0231,-0.7021,10.1633,1.6043,19487368395,N/A,50254088197.5,1968421050,0,5076170525,27.5477,3.4342,7.543,13.1521,
603993.SH,¬е—фов“µ,2015-01-12,3.2626,3.1802,3.2428,3.1077,3.2,20629134,198301190,-0.0626,-1.9192,9.6127,1.048,19113368395.5,N/A,49289615797.75,1968421050,0,5076170525,27.019,3.3683,7.3982,12.8997,
603993.SH,¬е—фов“µ,2015-01-13,3.2,3.2,3.2428,3.0912,3.1077,19357640,186171448,-0.0923,-2.8836,9.6175,0.9834,18562210501.5,N/A,47868288050.75,1968421050,0,5076170525,26.2399,3.2711,7.1849,12.5277,
603993.SH,¬е—фов“µ,2015-01-14,3.1077,3.1242,3.1439,2.9726,3.022,21768514,201766367,-0.0857,-2.7572,9.2687,1.1059,18050421028.5,N/A,46548483714.25,1968421050,0,5076170525,25.5164,3.1809,6.9868,12.1823,
603993.SH,¬е—фов“µ,2015-01-15,3.022,2.9956,3.0648,2.9594,3.0582,18770968,171930288,0.0363,1.1996,9.1594,0.9536,18266947344,N/A,47106862472,1968421050,0,5076170525,25.8225,3.2191,7.0706,12.3284,
603993.SH,¬е—фов“µ,2015-01-16,3.0582,3.0978,3.1769,3.055,3.1637,33862872,320043371,0.1055,3.4483,9.4512,1.7203,18896842080,N/A,48731237040,1968421050,0,5076170525,26.7129,3.3301,7.3144,12.7535,
