╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
601566.SH,╬едамУ,2013-11-08,11.1503,11.0792,11.2213,10.9194,10.9194,2043117,25414406,-0.2308,-2.0701,12.439,1.6413,1531118145,N/A,7117585650,124481150,0,578665500,10.6483,1.6204,2.7369,106.9739,
601566.SH,╬едамУ,2013-11-11,10.9194,10.9194,11.1946,10.8573,11.0615,1262491,15699891,0.142,1.3008,12.4356,1.0142,1551035129,N/A,7210172130,124481150,0,578665500,10.7868,1.6414,2.7725,108.3654,
601566.SH,╬едамУ,2013-11-12,11.0615,11.0526,11.3722,11.0171,11.3633,2428588,30746979,0.3018,2.7287,12.6604,1.951,1593358720,N/A,7406918400,124481150,0,578665500,11.0812,1.6862,2.8482,111.3224,
601566.SH,╬едамУ,2013-11-13,11.3633,11.2568,11.3278,11.0615,11.0881,1823929,23018779,-0.2752,-2.4219,12.6204,1.4652,1554769563.5,N/A,7227532095,124481150,0,578665500,10.8128,1.6454,2.7792,108.6263,
601566.SH,╬едамУ,2013-11-14,11.0881,11.168,11.2923,10.875,11.2657,2264667,28391026,0.1776,1.6013,12.5365,1.8193,1579665793.5,N/A,7343265195,124481150,0,578665500,10.9859,1.6717,2.8237,110.3657,
601566.SH,╬едамУ,2013-11-15,11.2657,11.3012,11.5941,11.2657,11.461,2797285,36173482,0.1953,1.7336,12.9316,2.2472,1607051646.5,N/A,7470571605,124481150,0,578665500,11.1764,1.7007,2.8727,112.2791,
601566.SH,╬едамУ,2013-11-18,11.461,11.461,11.7184,11.461,11.6385,3876304,50683238,0.1776,1.5492,13.0751,3.114,1631947876.5,N/A,7586304705,124481150,0,578665500,11.3496,1.7271,2.9172,114.0185,
601566.SH,╬едамУ,2013-11-19,11.6385,11.6563,11.9759,11.5853,11.9315,4408528,58909171,0.293,2.5172,13.3625,3.5415,1673026656,N/A,7777264320,124481150,0,578665500,11.6352,1.7706,2.9906,116.8885,
601566.SH,╬едамУ,2013-11-20,11.9315,11.9315,12.0203,11.7007,11.8693,3822095,50912552,-0.0621,-0.5208,13.3206,3.0704,1664312975.5,N/A,7736757735,124481150,0,578665500,11.5746,1.7613,2.975,116.2797,
601566.SH,╬едамУ,2013-11-21,11.8693,11.8871,11.8871,11.603,11.7539,3852961,50813149,-0.1154,-0.9723,13.1881,3.0952,1648130426,N/A,7661531220,124481150,0,578665500,11.4621,1.7442,2.9461,115.1491,
601566.SH,╬едамУ,2013-11-22,11.7539,11.6918,11.745,11.5054,11.5409,3393442,44351816,-0.2131,-1.8127,13.0699,2.7261,1618254950,N/A,7522651500,124481150,0,578665500,11.2543,1.7126,2.8927,113.0618,
601566.SH,╬едамУ,2013-11-25,11.5409,11.5409,11.674,11.5054,11.5586,2036702,26574365,0.0178,0.1538,13.0477,1.6362,1620744573,N/A,7534224810,124481150,0,578665500,11.2716,1.7152,2.8972,113.2358,
601566.SH,╬едамУ,2013-11-26,11.5586,11.5409,12.1002,11.4698,12.0735,9392433,125171385,0.5149,4.4547,13.3268,7.5453,1692943640,N/A,7869850800,124481150,0,578665500,11.7738,1.7916,3.0262,118.2801,
601566.SH,╬едамУ,2013-11-27,12.0735,11.9847,12.2777,11.9492,12.1712,7157666,97804488,0.0977,0.8088,13.6643,5.75,1706636566.5,N/A,7933504005,124481150,0,578665500,11.869,1.8061,3.0507,119.2367,
601566.SH,╬едамУ,2013-11-28,12.1712,12.1712,12.2599,12.0558,12.1268,4749280,65023140,-0.0444,-0.3647,13.6912,3.8153,1700412509,N/A,7904570730,124481150,0,578665500,11.8257,1.7995,3.0396,118.8019,
601566.SH,╬едамУ,2013-11-29,12.1268,12.1268,12.3043,12.0646,12.1357,5647828,77479369,0.0089,0.0732,13.7184,4.5371,1701657320.5,N/A,7910357385,124481150,0,578665500,11.8344,1.8009,3.0418,118.8889,
601566.SH,╬едамУ,2013-12-02,12.1357,12.0025,12.0025,11.3899,11.4077,4990725,65559490,-0.728,-5.9985,13.1363,4.0092,1599582777.5,N/A,7435851675,124481150,0,578665500,11.1245,1.6928,2.8593,111.7573,
601566.SH,╬едамУ,2013-12-03,11.4077,11.2834,11.7806,11.2657,11.7007,4229987,55120450,0.293,2.5681,13.0309,3.3981,1640661557,N/A,7626811290,124481150,0,578665500,11.4102,1.7363,2.9328,114.6273,
601566.SH,╬едамУ,2013-12-04,11.7007,11.6474,12.2067,11.6474,12.109,5230154,70998288,0.4084,3.4901,13.5748,4.2016,1697922886,N/A,7892997420,124481150,0,578665500,11.8084,1.7969,3.0351,118.6279,
601566.SH,╬едамУ,2013-12-05,12.109,12.0824,12.3842,12.0469,12.331,6738142,93063148,0.2219,1.8328,13.8114,5.413,1729043173.5,N/A,8037663795,124481150,0,578665500,12.0248,1.8298,3.0907,120.8022,
601566.SH,╬едамУ,2013-12-06,12.331,12.7216,12.9258,12.1712,12.2333,11061626,156097829,-0.0977,-0.7919,14.1117,8.8862,1715350247,N/A,7971210494,124481150,0,578462300,11.9254,1.8147,3.0652,119.8035,
601566.SH,╬едамУ,2013-12-09,12.2333,12.1623,12.5618,12.1623,12.544,5822813,81453797,0.3107,2.5399,13.9887,4.6777,1758918649.5,N/A,8173672299,124481150,0,578462300,12.2283,1.8608,3.143,122.8464,
601566.SH,╬едамУ,2013-12-10,12.544,12.5352,12.7482,12.4375,12.5529,5048252,71593567,0.0089,0.0708,14.1819,4.0554,1760163461,N/A,8179456922,124481150,0,578462300,12.2369,1.8621,3.1453,122.9333,
601566.SH,╬едамУ,2013-12-11,12.5529,12.5174,12.5174,12.1623,12.2955,3269641,45262560,-0.2575,-2.0509,13.8433,2.6266,1724063927.5,N/A,8011702855,124481150,0,578462300,11.986,1.8239,3.0808,120.412,
601566.SH,╬едамУ,2013-12-12,12.2955,12.2955,12.6062,12.2866,12.5174,3469495,48729279,0.2219,1.8051,14.0451,2.7837,1757383815,N/A,8156318430,124637150,0,578462300,12.2023,1.8568,3.1364,122.5855,
601566.SH,╬едамУ,2013-12-13,12.5174,12.4375,12.6683,12.3221,12.5707,3203085,45317028,0.0533,0.4255,14.1479,2.5699,1764862044,N/A,8191026168,124637150,0,578462300,12.2542,1.8647,3.1497,123.1072,
601566.SH,╬едамУ,2013-12-16,12.5707,12.5529,12.5707,12.2156,12.2866,3213507,44713848,-0.2841,-2.2599,13.9143,2.5783,1724978156,N/A,8005918232,124637150,0,578462300,11.9773,1.8226,3.0785,120.3251,
601566.SH,╬едамУ,2013-12-17,12.2866,12.2688,12.3221,11.8782,11.896,3200230,43393075,-0.3906,-3.1792,13.5594,2.5676,1670137810,N/A,7751394820,124637150,0,578462300,11.5965,1.7647,2.9807,116.4997,
601566.SH,╬едамУ,2013-12-18,11.896,11.896,12.1002,11.8871,12.0469,1944638,26336379,0.1509,1.2687,13.5431,1.5602,1691326125.5,N/A,7849733411,124637150,0,578462300,11.7437,1.787,3.0185,117.9777,
601566.SH,╬едамУ,2013-12-19,12.0469,12.0735,12.1801,11.8249,11.8693,1781440,24137625,-0.1776,-1.4738,13.5495,1.4293,1666398695.5,N/A,7734040951,124637150,0,578462300,11.5706,1.7607,2.974,116.2389,
601566.SH,╬едамУ,2013-12-20,11.8693,11.9492,11.9759,11.4521,11.6474,3329361,43560789,-0.2219,-1.8699,13.0838,2.6712,1635239408,N/A,7589425376,124637150,0,578462300,11.3542,1.7278,2.9184,114.0654,
601566.SH,╬едамУ,2013-12-23,11.6474,11.5853,11.7806,11.3278,11.6918,1729879,22622390,0.0444,0.3811,13.0774,1.3879,1641471265.5,N/A,7618348491,124637150,0,578462300,11.3975,1.7344,2.9295,114.5001,
601566.SH,╬едамУ,2013-12-24,11.6918,11.7095,11.7806,11.3899,11.461,3496213,45637414,-0.2308,-1.9742,13.0534,2.8051,1609065606.5,N/A,7467948293,124637150,0,578462300,11.1725,1.7001,2.8717,112.2397,
601566.SH,╬едамУ,2013-12-25,11.461,11.4521,11.5231,11.3456,11.3722,6414286,82505238,-0.0888,-0.7746,12.8627,5.1464,1596601891.5,N/A,7410102063,124637150,0,578462300,11.0859,1.687,2.8494,111.3703,
601566.SH,╬едамУ,2013-12-26,11.3722,11.4077,11.4255,10.9638,10.9727,5159512,64960433,-0.3995,-3.5129,12.5904,4.1396,1540515174,N/A,7149794028,124637150,0,578462300,10.6965,1.6277,2.7493,107.458,
601566.SH,╬едамУ,2013-12-27,10.9727,11.0082,11.2657,10.9727,11.1858,4892088,61282209,0.2131,1.9417,12.5268,3.9251,1570428090,N/A,7288624980,124637150,0,578462300,10.9042,1.6593,2.8027,109.5445,
601566.SH,╬едамУ,2013-12-30,11.1858,11.239,11.3456,11.1858,11.2923,3008358,38176326,0.1065,0.9524,12.6901,2.4137,1585384548,N/A,7358040456,124637150,0,578462300,11.0081,1.6751,2.8294,110.5878,
601566.SH,╬едамУ,2013-12-31,11.2923,11.2923,11.3899,11.1147,11.3012,2835466,36061367,0.0089,0.0786,12.718,2.275,1586630919.5,N/A,7363825079,124637150,0,578462300,11.0167,1.6764,2.8316,110.6747,
601566.SH,╬едамУ,2014-01-02,11.3012,11.31,11.3189,11.1769,11.2834,2059280,26059600,-0.0178,-0.1571,12.6547,1.6522,1584138176.5,N/A,7352255833,124637150,0,578462300,13.6837,1.6268,2.9391,-7.4283,
601566.SH,╬едамУ,2014-01-03,11.2834,11.2657,11.2657,11.026,11.0615,3254167,40669354,-0.2219,-1.967,12.4976,2.6109,1552978889,N/A,7207640258,124637150,0,578462300,13.4145,1.5948,2.8813,-7.2822,
601566.SH,╬едамУ,2014-01-06,11.0615,11.026,11.026,10.6531,10.662,2154178,26163394,-0.3995,-3.6116,12.1454,1.7284,1496892171.5,N/A,6947332223,124637150,0,578462300,12.93,1.5372,2.7772,-7.0192,
601566.SH,╬едамУ,2014-01-07,10.662,10.662,10.8395,10.591,10.7685,1764024,21319283,0.1065,0.9992,12.0856,1.4153,1511848629.5,N/A,7016747699,124637150,0,578462300,13.0592,1.5526,2.805,-7.0894,
601566.SH,╬едамУ,2014-01-08,10.7685,10.7685,10.8928,10.7064,10.8573,1472633,17888567,0.0888,0.8244,12.1473,1.1815,1524312344.5,N/A,7074593929,124637150,0,578462300,13.1669,1.5654,2.8281,-7.1478,
601566.SH,╬едамУ,2014-01-09,10.8573,10.8395,10.8662,10.5288,10.591,1931522,23280788,-0.2663,-2.453,12.0531,1.5497,1486921199.5,N/A,6901055239,124637150,0,578462300,12.8439,1.527,2.7587,-6.9725,
601566.SH,╬едамУ,2014-01-10,10.591,10.5821,10.5821,10.2447,10.2802,2186606,25493024,-0.3107,-2.9338,11.6587,1.7544,1443298197,N/A,6698593434,124637150,0,578462300,12.4671,1.4822,2.6778,-6.7679,
601566.SH,╬едамУ,2014-01-13,10.2802,10.2536,10.3779,10.1826,10.2714,1100786,12722910,-0.0089,-0.0864,11.558,0.8832,1442051825.5,N/A,6692808811,124637150,0,578462300,12.4563,1.4809,2.6755,-6.7621,
601566.SH,╬едамУ,2014-01-14,10.2714,10.2536,10.5288,10.2092,10.5111,1522023,17834908,0.2397,2.3336,11.7179,1.2212,1475703856,N/A,6848993632,124637150,0,578462300,12.747,1.5155,2.7379,-6.9199,
601566.SH,╬едамУ,2014-01-15,10.5111,10.5111,10.6265,10.4756,10.5821,1355526,16117283,0.071,0.6757,11.8901,1.0876,1485674828,N/A,6895270616,124637150,0,578462300,12.8331,1.5257,2.7564,-6.9666,
601566.SH,╬едамУ,2014-01-16,10.5821,10.5821,10.8662,10.4578,10.7241,2131957,25740936,0.142,1.3423,12.0739,1.7105,1505616772,N/A,6987824584,124637150,0,578462300,13.0054,1.5462,2.7934,-7.0601,
601566.SH,╬едамУ,2014-01-17,10.7241,10.6797,10.7419,10.5643,10.5998,1000586,12008415,-0.1243,-1.1589,12.0014,0.8028,1488167571,N/A,6906839862,124637150,0,578462300,12.8547,1.5283,2.761,-6.9783,
601566.SH,╬едамУ,2014-01-20,10.5998,10.5998,10.804,10.5821,10.6087,1274419,15352156,0.0089,0.0838,12.0464,1.0225,1489413942.5,N/A,6912624485,124637150,0,578462300,12.8654,1.5295,2.7633,-6.9842,
601566.SH,╬едамУ,2014-01-21,10.6087,10.6531,10.8484,10.6176,10.7596,1294171,15641005,0.1509,1.4226,12.0857,1.0384,1510602258,N/A,7010963076,124637150,0,578462300,13.0485,1.5513,2.8027,-7.0835,
601566.SH,╬едамУ,2014-01-22,10.7596,10.8307,10.9638,10.7774,10.9549,1711510,21008188,0.1953,1.8152,12.2747,1.3732,1538022431,N/A,7138224782,124637150,0,578462300,13.2853,1.5795,2.8535,-7.2121,
601566.SH,╬едамУ,2014-01-23,10.9549,10.9638,11.0082,10.7863,10.8395,1614759,19756242,-0.1154,-1.0535,12.2348,1.2956,1521819601.5,N/A,7063024683,124637150,0,578462300,13.1453,1.5628,2.8235,-7.1361,
601566.SH,╬едамУ,2014-01-24,10.8395,10.8218,10.9816,10.8129,10.8839,1724980,21224555,0.0444,0.4095,12.3042,1.384,1528051459,N/A,7091947798,124637150,0,578462300,13.1992,1.5692,2.835,-7.1653,
601566.SH,╬едамУ,2014-01-27,10.8839,10.8129,10.9283,10.6975,10.8928,1551033,18943746,0.0089,0.0816,12.2136,1.2444,1529297830.5,N/A,7097732421,124637150,0,578462300,13.2099,1.5705,2.8373,-7.1712,
601566.SH,╬едамУ,2014-01-28,10.8928,10.9549,10.9727,10.804,10.8573,803673,9827443,-0.0355,-0.326,12.2282,0.6448,1524312344.5,N/A,7074593929,124637150,0,578462300,13.1669,1.5654,2.8281,-7.1478,
601566.SH,╬едамУ,2014-01-29,10.8573,10.8307,10.9283,10.7596,10.8662,1095252,13372529,0.0089,0.0818,12.2095,0.8788,1525558716,N/A,7080378552,124637150,0,578462300,13.1776,1.5667,2.8304,-7.1536,
601566.SH,╬едамУ,2014-01-30,10.8662,10.8307,10.8307,10.5111,10.5732,1851795,22118963,-0.293,-2.6961,11.9446,1.4857,1484428456.5,N/A,6889485993,124637150,0,578462300,12.8224,1.5244,2.7541,-6.9608,
601566.SH,╬едамУ,2014-02-07,10.5732,10.5111,10.6531,10.3957,10.6442,1330962,15771539,0.071,0.6717,11.8497,1.0679,1494399428.5,N/A,6935762977,124637150,0,578462300,12.9085,1.5347,2.7726,-7.0075,
601566.SH,╬едамУ,2014-02-10,10.6442,10.6442,11.0526,10.6442,10.9905,2343655,28731475,0.3462,3.2527,12.2593,1.8804,1543007917,N/A,7161363274,124637150,0,578462300,13.3284,1.5846,2.8628,-7.2355,
601566.SH,╬едамУ,2014-02-11,10.9905,10.9905,11.1325,10.9194,11.0526,2455772,30495935,0.0621,0.5654,12.4181,1.9703,1551732517.5,N/A,7201855635,124637150,0,578462300,13.4037,1.5935,2.879,-7.2764,
601566.SH,╬едамУ,2014-02-12,11.0526,11.097,11.1858,10.9816,11.1858,2308984,28904281,0.1332,1.2048,12.5182,1.8526,1570428090,N/A,7288624980,124637150,0,578462300,13.5652,1.6127,2.9137,-7.3641,
601566.SH,╬едамУ,2014-02-13,11.1858,11.1059,11.168,10.9194,10.9461,3148766,39154688,-0.2397,-2.1429,12.4349,2.5263,1536776059.5,N/A,7132440159,124637150,0,578462300,13.2745,1.5782,2.8512,-7.2063,
601566.SH,╬едамУ,2014-02-14,10.9461,10.9993,11.3012,10.9194,11.2745,3974191,50045803,0.3285,3.0008,12.5927,3.1886,1582891805,N/A,7346471210,124637150,0,578462300,13.6729,1.6255,2.9368,-7.4225,
601566.SH,╬едамУ,2014-02-17,11.2745,11.3189,11.3456,11.2035,11.3278,3477661,44224849,0.0533,0.4724,12.7168,2.7902,1590370034,N/A,7381178948,124637150,0,578462300,13.7375,1.6332,2.9507,-7.4576,
601566.SH,╬едамУ,2014-02-18,11.3278,11.3456,11.532,11.239,11.4432,6691848,86121408,0.1154,1.0188,12.8696,5.3691,1606572863.5,N/A,7456379047,124637150,0,578462300,13.8774,1.6498,2.9807,-7.5335,
601566.SH,╬едамУ,2014-02-19,11.4432,11.4876,11.6119,11.3012,11.4166,4713162,60711439,-0.0266,-0.2327,12.8813,3.7815,1602833749,N/A,7439025178,124637150,0,578462300,13.8451,1.646,2.9738,-7.516,
601566.SH,╬едамУ,2014-02-20,11.4166,11.3988,11.4876,11.1858,11.2124,3547151,45152214,-0.2042,-1.7885,12.7291,2.846,1574167204.5,N/A,7305978849,124637150,0,578462300,13.5975,1.6166,2.9206,-7.3816,
601566.SH,╬едамУ,2014-02-21,11.2124,11.1147,11.2568,10.9194,11.0615,2950438,36859034,-0.1509,-1.346,12.4927,2.3672,1552978889,N/A,7207640258,124637150,0,578462300,13.4145,1.5948,2.8813,-7.2822,
601566.SH,╬едамУ,2014-02-24,11.0615,10.9727,11.2479,10.9017,11.2124,2670231,33241272,0.1509,1.3644,12.4488,2.1424,1574167204.5,N/A,7305978849,124637150,0,578462300,13.5975,1.6166,2.9206,-7.3816,
601566.SH,╬едамУ,2014-02-25,11.2124,11.1858,11.2657,10.6709,10.7152,3483172,43220785,-0.4971,-4.4339,12.4085,2.7946,1504370400.5,N/A,6982039961,124637150,0,578462300,12.9946,1.5449,2.7911,-7.0543,
601566.SH,╬едамУ,2014-02-26,10.7152,10.7152,10.7863,10.5466,10.7685,1828933,21993879,0.0533,0.4971,12.0255,1.4674,1511848629.5,N/A,7016747699,124637150,0,578462300,13.0592,1.5526,2.805,-7.0894,
601566.SH,╬едамУ,2014-02-27,10.7685,10.8307,10.8662,10.5643,10.5821,2397277,28915511,-0.1864,-1.7312,12.0618,1.9234,1485674828,N/A,6895270616,124637150,0,578462300,12.8331,1.5257,2.7564,-6.9666,
601566.SH,╬едамУ,2014-02-28,10.5821,10.5555,10.8129,10.4489,10.7685,1432313,17063140,0.1864,1.7617,11.913,1.1492,1511848629.5,N/A,7016747699,124637150,0,578462300,13.0592,1.5526,2.805,-7.0894,
601566.SH,╬едамУ,2014-03-03,10.7685,10.7508,10.9194,10.662,10.9017,2221888,27058847,0.1332,1.2366,12.1783,1.7827,1530544202,N/A,7103517044,124637150,0,578462300,13.2207,1.5718,2.8397,-7.177,
601566.SH,╬едамУ,2014-03-04,10.9017,10.8484,10.8484,10.6531,10.733,1867667,22609308,-0.1687,-1.5472,12.1056,1.4985,1506863143.5,N/A,6993609207,124637150,0,578462300,13.0162,1.5475,2.7957,-7.066,
601566.SH,╬едамУ,2014-03-05,10.733,10.7596,11.2301,10.7241,11.0437,5753788,71627714,0.3107,2.895,12.4488,4.6164,1550486146,N/A,7196071012,124637150,0,578462300,13.393,1.5923,2.8767,-7.2705,
601566.SH,╬едамУ,2014-03-06,11.0437,10.9727,11.0704,10.8218,10.9905,3330874,41022322,-0.0533,-0.4823,12.3158,2.6725,1543007917,N/A,7161363274,124637150,0,578462300,13.3284,1.5846,2.8628,-7.2355,
601566.SH,╬едамУ,2014-03-07,10.9905,10.9993,11.1147,10.8129,10.8573,2138481,26378440,-0.1332,-1.2116,12.3351,1.7158,1524312344.5,N/A,7074593929,124637150,0,578462300,13.1669,1.5654,2.8281,-7.1478,
601566.SH,╬едамУ,2014-03-10,10.8573,10.7419,10.7419,10.2802,10.3069,2519570,29767187,-0.5504,-5.0695,11.8144,2.0215,1447037311.5,N/A,6715947303,124637150,0,578462300,12.4994,1.486,2.6847,-6.7854,
601566.SH,╬едамУ,2014-03-11,10.3069,10.3069,10.6176,10.2625,10.5732,2047805,24083054,0.2663,2.584,11.7604,1.643,1484428456.5,N/A,6889485993,124637150,0,578462300,12.8224,1.5244,2.7541,-6.9608,
601566.SH,╬едамУ,2014-03-12,10.5732,10.5998,10.6531,10.369,10.5643,2072120,24623739,-0.0089,-0.084,11.8834,1.6625,1483182085,N/A,6883701370,124637150,0,578462300,12.8116,1.5231,2.7518,-6.9549,
601566.SH,╬едамУ,2014-03-13,10.5643,10.6265,10.6975,10.5555,10.6531,2070955,24811962,0.0888,0.8403,11.9809,1.6616,1495645800,N/A,6941547600,124637150,0,578462300,12.9193,1.5359,2.7749,-7.0134,
601566.SH,╬едамУ,2014-03-14,10.6531,10.6176,10.6531,10.44,10.5022,1331552,15798842,-0.1509,-1.4167,11.865,1.0683,1474457484.5,N/A,6843209009,124637150,0,578462300,12.7362,1.5142,2.7356,-6.914,
601566.SH,╬едамУ,2014-03-17,10.5022,10.5022,10.7596,10.4756,10.7508,1502574,18078309,0.2486,2.3669,12.0316,1.2056,1509355886.5,N/A,7005178453,124637150,0,578462300,13.0377,1.55,2.8003,-7.0777,
601566.SH,╬едамУ,2014-03-18,10.7508,10.804,11.0881,10.7064,10.9194,2770717,34062894,0.1687,1.569,12.2939,2.223,1533036945,N/A,7115086290,124637150,0,578462300,13.2422,1.5743,2.8443,-7.1887,
601566.SH,╬едамУ,2014-03-19,10.9194,10.9194,11.0082,10.7064,10.9638,1902872,23187746,0.0444,0.4065,12.1857,1.5267,1539268802.5,N/A,7144009405,124637150,0,578462300,13.2961,1.5807,2.8558,-7.2179,
601566.SH,╬едамУ,2014-03-20,10.9638,10.9727,11.0437,10.7152,10.7419,1617809,19825832,-0.2219,-2.0243,12.2547,1.298,1508109515,N/A,6999393830,124637150,0,578462300,13.0269,1.5487,2.798,-7.0718,
601566.SH,╬едамУ,2014-03-21,10.7419,10.7152,10.9638,10.5288,10.9461,2457718,29824412,0.2042,1.9008,12.135,1.9719,1536776059.5,N/A,7132440159,124637150,0,578462300,13.2745,1.5782,2.8512,-7.2063,
601566.SH,╬едамУ,2014-03-24,10.9461,10.9194,11.0348,10.8662,10.9816,1861428,22988617,0.0355,0.3244,12.35,1.4935,1541761545.5,N/A,7155578651,124637150,0,578462300,13.3176,1.5833,2.8605,-7.2296,
601566.SH,╬едамУ,2014-03-25,10.9816,10.9017,11.0615,10.875,10.9194,1635627,20199902,-0.0621,-0.5659,12.3499,1.3123,1533036945,N/A,7115086290,124637150,0,578462300,13.2422,1.5743,2.8443,-7.1887,
601566.SH,╬едамУ,2014-03-26,10.9194,10.9549,11.0615,10.9017,10.9638,2195956,27218029,0.0444,0.4065,12.3946,1.7619,1539268802.5,N/A,7144009405,124637150,0,578462300,13.2961,1.5807,2.8558,-7.2179,
601566.SH,╬едамУ,2014-03-27,10.9638,10.9194,11.0348,10.6176,10.6531,3555784,43223281,-0.3107,-2.834,12.1558,2.8529,1495645800,N/A,6941547600,124637150,0,578462300,12.9193,1.5359,2.7749,-7.0134,
601566.SH,╬едамУ,2014-03-28,10.6531,10.591,10.8129,10.591,10.7419,1978762,23907344,0.0888,0.8333,12.082,1.5876,1508109515,N/A,6999393830,124637150,0,578462300,13.0269,1.5487,2.798,-7.0718,
601566.SH,╬едамУ,2014-03-31,10.7419,10.7241,10.804,10.6353,10.6975,1145822,13804510,-0.0444,-0.4132,12.0477,0.9193,1501877657.5,N/A,6970470715,124637150,0,578462300,12.9731,1.5423,2.7865,-7.0426,
601566.SH,╬едамУ,2014-04-01,10.6975,10.6886,10.7596,10.662,10.7419,1776923,21435444,0.0444,0.4149,12.0632,1.4257,1508109515,N/A,6999393830,124637150,0,578462300,13.0269,1.5487,2.798,-7.0718,
601566.SH,╬едамУ,2014-04-02,10.7419,10.7064,10.8129,10.6797,10.7951,1335425,16168585,0.0533,0.4959,12.1074,1.0715,1515587744,N/A,7034101568,124637150,0,578462300,13.0915,1.5564,2.8119,-7.1069,
601566.SH,╬едамУ,2014-04-03,10.7951,10.7685,10.875,10.6265,10.6797,2266612,27467544,-0.1154,-1.0691,12.1183,1.8186,1499384914.5,N/A,6958901469,124637150,0,578462300,12.9516,1.5398,2.7818,-7.0309,
601566.SH,╬едамУ,2014-04-04,10.6797,10.6797,10.7685,10.6176,10.7685,1343252,16193533,0.0888,0.8313,12.0555,1.0777,1511848629.5,N/A,7016747699,124637150,0,578462300,13.0592,1.5526,2.805,-7.0894,
601566.SH,╬едамУ,2014-04-08,10.7685,10.7419,10.9372,10.7064,10.9372,2075578,25403871,0.1687,1.5664,12.2394,1.6653,1535529688,N/A,7126655536,124637150,0,578462300,13.2638,1.5769,2.8489,-7.2004,
601566.SH,╬едамУ,2014-04-09,10.9372,10.9372,10.9905,10.8662,10.9461,1821026,22399946,0.0089,0.0812,12.3007,1.4611,1536776059.5,N/A,7132440159,124637150,0,578462300,13.2745,1.5782,2.8512,-7.2063,
601566.SH,╬едамУ,2014-04-10,10.9461,10.9461,10.9993,10.875,10.9461,2300641,28343733,0,0,12.3199,1.8459,1536776059.5,N/A,7132440159,124637150,0,578462300,13.2745,1.5782,2.8512,-7.2063,
601566.SH,╬едамУ,2014-04-11,10.9461,10.9461,11.1414,10.8839,11.0792,4077748,50712093,0.1332,1.2165,12.4363,3.2717,1555471632,N/A,7219209504,124637150,0,578462300,13.436,1.5974,2.8859,-7.2939,
601566.SH,╬едамУ,2014-04-14,11.0792,11.0615,11.1059,10.6531,10.9905,1854450,22868629,-0.0888,-0.8013,12.3318,1.4879,1543007917,N/A,7161363274,124637150,0,578462300,13.3284,1.5846,2.8628,-7.2355,
601566.SH,╬едамУ,2014-04-15,10.9905,10.9905,11.0171,10.8662,10.9549,1794783,22094785,-0.0355,-0.3231,12.3106,1.44,1538022431,N/A,7138224782,124637150,0,578462300,13.2853,1.5795,2.8535,-7.2121,
601566.SH,╬едамУ,2014-04-16,10.9549,10.9461,11.1147,10.9017,11.0171,2440031,30360574,0.0621,0.5673,12.4427,1.9577,1546747031.5,N/A,7178717143,124637150,0,578462300,13.3607,1.5884,2.8697,-7.253,
601566.SH,╬едамУ,2014-04-17,11.0171,11.0526,11.1236,10.9993,11.0437,1950510,24298882,0.0266,0.2417,12.4577,1.565,1550486146,N/A,7196071012,124637150,0,578462300,13.393,1.5923,2.8767,-7.2705,
601566.SH,╬едамУ,2014-04-18,11.0437,10.9727,10.9727,10.7685,10.875,3590780,43823233,-0.1687,-1.5273,12.2044,2.881,1526805087.5,N/A,7086163175,124637150,0,578462300,13.1884,1.5679,2.8327,-7.1595,
601566.SH,╬едамУ,2014-04-21,10.875,10.8129,10.8662,10.6442,10.6531,2506363,30348371,-0.2219,-2.0408,12.1085,2.0109,1495645800,N/A,6941547600,124637150,0,578462300,12.9193,1.5359,2.7749,-7.0134,
601566.SH,╬едамУ,2014-04-22,10.6531,10.6265,10.7241,10.5643,10.6709,1778159,21313245,0.0178,0.1667,11.9861,1.4267,1498138543,N/A,6953116846,124637150,0,578462300,12.9408,1.5385,2.7795,-7.0251,
601566.SH,╬едамУ,2014-04-23,10.6709,10.6709,10.733,10.591,10.6709,994866,11951432,0,0,12.0131,0.7982,1498138543,N/A,6953116846,124637150,0,578462300,12.9408,1.5385,2.7795,-7.0251,
601566.SH,╬едамУ,2014-04-24,10.6709,10.6442,10.7152,10.6087,10.6353,1044768,12546295,-0.0355,-0.3328,12.0087,0.8382,1493153057,N/A,6929978354,124637150,0,578462300,12.8977,1.5334,2.7703,-7.0017,
601566.SH,╬едамУ,2014-04-25,10.6353,10.662,10.6797,10.2092,10.2625,2244279,26327637,-0.3729,-3.5058,11.731,1.8007,1440805454,N/A,6687024188,124637150,0,578462300,12.4456,1.4796,2.6732,-6.7562,
